CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS,IPC
0,884000,418000000,13332100.0,17168500.0,6129280.0,2968660.0,41537.6,149684.0,494911.0,0.776547
0,884000,902000000,14683000.0,17204700.0,5735580.0,2585630.0,45041.7,164700.0,545694.0,0.85342
0,884000,1104000000,15251100.0,17206600.0,5501130.0,2478410.0,46588.5,170660.0,566593.0,0.886353
0,884000,1373000000,15892700.0,17194900.0,5236900.0,2342760.0,48267.0,177487.0,591050.0,0.924239
0,884000,1531000000,16321000.0,17220600.0,5082580.0,2265270.0,49914.9,182321.0,606184.0,0.947758
0,884000,1795000000,16393600.0,17220400.0,5039950.0,2262610.0,49949.1,182666.0,609381.0,0.951988
0,884000,2107000000,16851800.0,17226000.0,4863240.0,2167860.0,51634.6,187680.0,626200.0,0.978274
0,884000,2405000000,17093000.0,17233400.0,4775280.0,2118340.0,51611.6,189947.0,634799.0,0.991858
0,884000,2746000000,17695900.0,17232500.0,4500070.0,2026630.0,53836.2,196605.0,658135.0,1.02689
0,960000,418000000,14005800.0,18690200.0,6850650.0,3361040.0,43656.1,158054.0,520727.0,0.749357
0,960000,902000000,15515700.0,18723300.0,6415310.0,2920270.0,47465.8,174238.0,577068.0,0.828685
0,960000,1104000000,16137600.0,18726200.0,6167090.0,2795510.0,49436.3,180372.0,599144.0,0.861762
0,960000,1373000000,16845400.0,18731800.0,5879050.0,2661230.0,51564.3,188875.0,626638.0,0.899292
0,960000,1531000000,17346300.0,18741200.0,5701980.0,2545730.0,52817.2,193907.0,644515.0,0.92556
0,960000,1795000000,17405600.0,18739800.0,5645860.0,2563180.0,53252.6,194382.0,646672.0,0.928804
0,960000,2107000000,17962000.0,18748400.0,5442140.0,2440180.0,54541.2,200360.0,667576.0,0.958054
0,960000,2405000000,18196200.0,18755100.0,5355300.0,2392300.0,55025.5,203183.0,676364.0,0.970196
0,960000,2746000000,18884100.0,18755900.0,5047520.0,2283460.0,57350.8,210030.0,701852.0,1.00683
0,1037000,418000000,14689600.0,20214700.0,7571540.0,3750540.0,45454.4,165024.0,546191.0,0.726676
0,1037000,902000000,16285900.0,20237900.0,7115380.0,3267990.0,49928.2,182382.0,605282.0,0.804721
0,1037000,1104000000,16973300.0,20243600.0,6850970.0,3123180.0,51802.0,190396.0,630477.0,0.838454
0,1037000,1373000000,17780400.0,20249000.0,6530940.0,2960510.0,53991.1,198510.0,660788.0,0.878088
0,1037000,1531000000,18262100.0,20253500.0,6347260.0,2857840.0,56032.6,204462.0,679132.0,0.901676
0,1037000,1795000000,18375600.0,20265200.0,6288030.0,2858640.0,56037.4,205472.0,683592.0,0.90676
0,1037000,2107000000,18930200.0,20256300.0,6066150.0,2737490.0,58188.9,211405.0,704060.0,0.934529
0,1037000,2405000000,19250600.0,20276800.0,5957990.0,2672830.0,58288.4,214900.0,716073.0,0.949394
0,1037000,2746000000,20029200.0,20280300.0,5617430.0,2544730.0,60424.2,222604.0,744938.0,0.987615
0,1133000,418000000,15442400.0,22118100.0,8485400.0,4284040.0,47998.3,173832.0,573305.0,0.698182
0,1133000,902000000,17238300.0,22136800.0,7985620.0,3719540.0,52815.6,193128.0,640574.0,0.778722
0,1133000,1104000000,17958000.0,22145300.0,7728870.0,3550710.0,54881.7,200731.0,667211.0,0.81092
0,1133000,1373000000,18877400.0,22150400.0,7370600.0,3358490.0,57123.3,210980.0,701390.0,0.852237
0,1133000,1531000000,19446400.0,22162200.0,7155930.0,3241060.0,59247.4,218155.0,722745.0,0.877453
