CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS,IPC
0,884000,418000000,22319500.0,17179600.0,2424510.0,1332740.0,18195.1,63383.8,195749.0,1.29919
0,884000,902000000,23289800.0,17208700.0,2117640.0,1087450.0,18165.0,65600.6,204131.0,1.35336
0,884000,1104000000,23612400.0,17214800.0,1990340.0,1026830.0,18573.6,66471.8,206785.0,1.37164
0,884000,1373000000,23982900.0,17219600.0,1850340.0,949254.0,18778.5,67835.9,209985.0,1.39277
0,884000,1531000000,24220600.0,17227900.0,1766480.0,898751.0,18976.5,68213.8,212526.0,1.40589
0,884000,1795000000,24260400.0,17229400.0,1746760.0,895641.0,18946.5,68396.7,212894.0,1.40809
0,884000,2107000000,24532600.0,17240700.0,1652790.0,837708.0,19005.1,68680.0,214762.0,1.42294
0,884000,2405000000,24560300.0,17232600.0,1631790.0,833751.0,19923.8,69048.9,215192.0,1.42521
0,884000,2746000000,24929900.0,17244600.0,1488300.0,766879.0,19303.3,69734.1,218650.0,1.44566
0,960000,418000000,23998600.0,18701500.0,2720790.0,1548700.0,19098.1,67845.9,210322.0,1.28323
0,960000,902000000,25053100.0,18733800.0,2415080.0,1254600.0,19662.1,70529.2,219498.0,1.33734
0,960000,1104000000,25390800.0,18729400.0,2278030.0,1184280.0,20181.9,71417.2,222683.0,1.35566
0,960000,1373000000,25828000.0,18733200.0,2113220.0,1090200.0,20357.6,73090.7,226571.0,1.37873
0,960000,1531000000,26140400.0,18753800.0,2010550.0,1026140.0,20368.8,73621.9,229315.0,1.39387
0,960000,1795000000,26187700.0,18753700.0,1983150.0,1024460.0,20336.8,73541.9,229699.0,1.3964
0,960000,2107000000,26480000.0,18758900.0,1880130.0,957428.0,20517.5,74244.5,232317.0,1.4116
0,960000,2405000000,26604400.0,18762800.0,1829520.0,937262.0,20708.1,74624.4,233054.0,1.41793
0,960000,2746000000,26910600.0,18757100.0,1696750.0,879743.0,21131.4,75266.5,235507.0,1.43469
0,1037000,418000000,25550800.0,20217900.0,3098260.0,1754030.0,20619.3,72188.3,223580.0,1.26377
0,1037000,902000000,26779500.0,20248800.0,2727440.0,1418990.0,20830.8,75429.3,234626.0,1.32252
0,1037000,1104000000,27191600.0,20254800.0,2567420.0,1337540.0,21401.3,76638.8,238159.0,1.34248
0,1037000,1373000000,27709900.0,20263500.0,2377020.0,1225140.0,21518.3,77776.5,242570.0,1.36749
0,1037000,1531000000,28046300.0,20277700.0,2261290.0,1153200.0,21520.5,78520.1,245665.0,1.38311
0,1037000,1795000000,28058700.0,20272900.0,2237240.0,1164330.0,21869.6,78559.3,245677.0,1.38405
0,1037000,2107000000,28413800.0,20286900.0,2119330.0,1083490.0,21855.1,79826.8,249195.0,1.4006
0,1037000,2405000000,28523300.0,20277200.0,2063830.0,1063430.0,22265.0,79828.1,249973.0,1.40667
0,1037000,2746000000,28925000.0,20286000.0,1905550.0,988566.0,22255.7,81188.8,253596.0,1.42587
0,1133000,418000000,27489500.0,22113100.0,3552780.0,2028750.0,21988.4,77792.0,240812.0,1.24312
0,1133000,902000000,28907600.0,22149600.0,3114110.0,1653140.0,22510.5,81386.7,253455.0,1.3051
0,1133000,1104000000,29380300.0,22157200.0,2945960.0,1545200.0,22877.9,82710.4,257594.0,1.32599
0,1133000,1373000000,29924900.0,22162400.0,2739980.0,1429020.0,23386.4,84453.5,262459.0,1.35026
0,1133000,1531000000,30330300.0,22178000.0,2603890.0,1337370.0,23330.4,85286.9,265998.0,1.36758
0,1133000,1795000000,30360200.0,22177900.0,2571840.0,1350410.0,23637.6,84989.9,266029.0,1.36894
0,1133000,2107000000,30761500.0,22184500.0,2433020.0,1255530.0,23735.2,86178.2,269517.0,1.38662
0,1133000,2405000000,30933300.0,22187500.0,2360910.0,1227430.0,24119.2,86357.2,270856.0,1.39418
0,1133000,2746000000,31375000.0,22187800.0,2185630.0,1137050.0,23952.5,87688.0,275245.0,1.41406
0,1229000,418000000,29362700.0,24011100.0,4028870.0,2324080.0,23413.6,83474.5,257433.0,1.22288
0,1229000,902000000,30943000.0,24045200.0,3537280.0,1901410.0,24261.3,87019.7,271283.0,1.28687
0,1229000,1104000000,31490300.0,24056800.0,3350530.0,1771130.0,24591.5,88231.2,275724.0,1.309
0,1229000,1373000000,32119500.0,24064000.0,3114600.0,1636450.0,25135.0,90539.0,281485.0,1.33475
0,1229000,1531000000,32589900.0,24080900.0,2957630.0,1527660.0,24991.7,91585.9,285862.0,1.35335
0,1229000,1795000000,32612300.0,24077100.0,2920760.0,1546130.0,25472.9,91446.3,285868.0,1.3545
0,1229000,2107000000,33091500.0,24086500.0,2756760.0,1432490.0,25422.5,92765.4,289825.0,1.37386
0,1229000,2405000000,33293500.0,24089600.0,2675040.0,1396120.0,25798.1,93052.3,291604.0,1.38207
0,1229000,2746000000,33787700.0,24092600.0,2480250.0,1296300.0,25779.3,94514.0,296476.0,1.40241
0,1325000,418000000,31232500.0,25906700.0,4501310.0,2622870.0,24586.4,88006.5,273508.0,1.20558
