CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS
0,884000,418000000,1902640.0,17147200.0,11829100.0,4069850.0,67480.3,235252.0,864619.0
0,884000,902000000,2257750.0,17183700.0,11894400.0,3814720.0,79319.7,278547.0,1025990.0
0,884000,1104000000,2425900.0,17185400.0,11808700.0,3792260.0,85546.7,299252.0,1102410.0
0,884000,1373000000,2646650.0,17177500.0,11717400.0,3733000.0,92531.6,326300.0,1202730.0
0,884000,1531000000,2796970.0,17198800.0,11690000.0,3684730.0,97796.2,344003.0,1271020.0
0,884000,1795000000,2818140.0,17190900.0,11646400.0,3704900.0,98405.6,346554.0,1280660.0
0,884000,2107000000,3006930.0,17205300.0,11595000.0,3648870.0,104520.0,369252.0,1366450.0
0,884000,2405000000,3076650.0,17206300.0,11559800.0,3639610.0,107582.0,379018.0,1398140.0
0,884000,2746000000,3341050.0,17212600.0,11402300.0,3629810.0,115696.0,409968.0,1518280.0
0,960000,418000000,1948560.0,18652100.0,12894400.0,4479170.0,68871.7,241443.0,885482.0
0,960000,902000000,2323690.0,18691700.0,12977300.0,4196190.0,81680.5,286479.0,1055950.0
0,960000,1104000000,2502990.0,18699200.0,12911100.0,4153160.0,87809.7,308472.0,1137440.0
0,960000,1373000000,2733100.0,18704600.0,12811400.0,4108560.0,95879.0,336534.0,1242000.0
0,960000,1531000000,2892700.0,18717400.0,12779000.0,4051260.0,100964.0,356563.0,1314530.0
0,960000,1795000000,2912070.0,18709800.0,12716900.0,4090860.0,102361.0,358201.0,1323340.0
0,960000,2107000000,3119550.0,18724000.0,12677200.0,4011350.0,108259.0,383298.0,1417630.0
0,960000,2405000000,3197870.0,18707200.0,12631000.0,3989730.0,111289.0,393096.0,1453210.0
0,960000,2746000000,3466790.0,18717200.0,12464000.0,3989520.0,120235.0,425923.0,1575430.0
0,1037000,418000000,1984480.0,20174400.0,13921800.0,4949850.0,70841.3,246047.0,901801.0
0,1037000,902000000,2381150.0,20214200.0,14073600.0,4583820.0,83593.9,293805.0,1082060.0
0,1037000,1104000000,2569140.0,20221100.0,14015700.0,4527180.0,89926.1,317239.0,1167500.0
0,1037000,1373000000,2807980.0,20223200.0,13910300.0,4478870.0,98303.4,346102.0,1276050.0
0,1037000,1531000000,2973920.0,20232100.0,13863900.0,4426910.0,103956.0,366812.0,1351430.0
0,1037000,1795000000,2997920.0,20218300.0,13798900.0,4460250.0,104902.0,369388.0,1362370.0
0,1037000,2107000000,3211470.0,20239200.0,13764800.0,4378470.0,111543.0,395433.0,1459400.0
0,1037000,2405000000,3303320.0,20245300.0,13732900.0,4356440.0,115060.0,406022.0,1501130.0
0,1037000,2746000000,3588160.0,20250400.0,13547000.0,4359840.0,124236.0,440528.0,1630570.0
0,1133000,418000000,2033760.0,22068900.0,15252000.0,5481520.0,72482.4,252387.0,924206.0
0,1133000,902000000,2444720.0,22061600.0,15371200.0,5090970.0,86167.8,301688.0,1110950.0
0,1133000,1104000000,2643790.0,22110700.0,15377900.0,5005320.0,92458.6,326292.0,1201440.0
0,1133000,1373000000,2890900.0,22121400.0,15268200.0,4964380.0,101746.0,356405.0,1313720.0
0,1133000,1531000000,3073350.0,22122100.0,15237200.0,4878060.0,107065.0,378364.0,1396630.0
0,1133000,1795000000,3095860.0,22126400.0,15167100.0,4934480.0,108402.0,381383.0,1406860.0
0,1133000,2107000000,3325060.0,22139400.0,15123000.0,4845290.0,115535.0,408859.0,1511000.0
0,1133000,2405000000,3430570.0,22146000.0,15071000.0,4835430.0,119434.0,421837.0,1558970.0
0,1133000,2746000000,3714660.0,22151500.0,14899100.0,4825720.0,128661.0,456997.0,1688060.0
0,1229000,418000000,2075510.0,23973800.0,16573500.0,6037360.0,74187.4,257760.0,943182.0
0,1229000,902000000,2493650.0,23963900.0,16594700.0,5736570.0,88807.7,308055.0,1133190.0
0,1229000,1104000000,2708620.0,23998000.0,16732700.0,5494230.0,94919.4,334255.0,1230890.0
0,1229000,1373000000,2974000.0,24008000.0,16637200.0,5427710.0,104076.0,366523.0,1351480.0
0,1229000,1531000000,3164270.0,24035100.0,16614800.0,5353540.0,110368.0,389816.0,1437960.0
0,1229000,1795000000,3194500.0,24031100.0,16523300.0,5417320.0,111496.0,393581.0,1451680.0
0,1229000,2107000000,3423810.0,24042100.0,16477700.0,5327000.0,119423.0,421427.0,1555890.0
0,1229000,2405000000,3530790.0,24031100.0,16404900.0,5320070.0,123808.0,435032.0,1604490.0
0,1229000,2746000000,3840820.0,24035000.0,16248600.0,5276530.0,132791.0,472472.0,1745370.0
0,1325000,418000000,2119730.0,25870200.0,17902800.0,6575470.0,75399.5,263069.0,963285.0
0,1325000,902000000,2569050.0,25903800.0,18102000.0,6119520.0,90443.8,317019.0,1167460.0
0,1325000,1104000000,2779310.0,25897700.0,18075400.0,6004180.0,97167.6,343254.0,1263000.0
0,1325000,1373000000,3053600.0,25914400.0,17981900.0,5937200.0,106873.0,377511.0,1387650.0
0,1325000,1531000000,3257920.0,25937100.0,17971600.0,5837460.0,113318.0,401022.0,1480510.0
0,1325000,1795000000,3263740.0,25922200.0,17741800.0,6042940.0,115243.0,402378.0,1483150.0
0,1325000,2107000000,3530450.0,25939600.0,17814100.0,5816950.0,122755.0,434363.0,1604360.0
0,1325000,2405000000,3652960.0,25937800.0,17755300.0,5795760.0,127061.0,449190.0,1660020.0
0,1325000,2746000000,3949360.0,25947000.0,17599800.0,5765860.0,136689.0,486813.0,1794720.0
0,1421000,418000000,2153680.0,27782300.0,19192800.0,7174970.0,76600.3,267639.0,978687.0
0,1421000,902000000,2611770.0,27802800.0,19377200.0,6713880.0,92604.7,322742.0,1186870.0
0,1421000,1104000000,2842460.0,27820300.0,19446200.0,6513720.0,99274.5,350935.0,1291700.0
0,1421000,1373000000,3125690.0,27826100.0,19348200.0,6435030.0,109218.0,386095.0,1420410.0
0,1421000,1531000000,3335480.0,27853300.0,19330700.0,6343440.0,116212.0,411158.0,1515730.0
0,1421000,1795000000,3359560.0,27841800.0,19232900.0,6409060.0,116935.0,414049.0,1526680.0
0,1421000,2107000000,3614320.0,27866700.0,19211600.0,6289840.0,125789.0,444948.0,1642450.0
0,1421000,2405000000,3752880.0,27861700.0,19124300.0,6283990.0,130018.0,461817.0,1705430.0
0,1421000,2746000000,4062370.0,27875100.0,18984600.0,6234480.0,140199.0,499349.0,1846080.0
0,1517000,418000000,2159250.0,29677000.0,20339900.0,7918130.0,77946.2,269010.0,981214.0
0,1517000,902000000,2671800.0,29712500.0,20810400.0,7150740.0,93576.5,330020.0,1214150.0
0,1517000,1104000000,2896130.0,29716000.0,20809100.0,7010680.0,101048.0,357117.0,1316090.0
0,1517000,1373000000,3189170.0,29716800.0,20710100.0,6921100.0,111313.0,393331.0,1449260.0
0,1517000,1531000000,3401240.0,29738600.0,20691300.0,6824520.0,118572.0,419008.0,1545640.0
0,1517000,1795000000,3443670.0,29740300.0,20531200.0,6953730.0,120013.0,424243.0,1564920.0
0,1517000,2107000000,3710540.0,29765900.0,20531400.0,6805620.0,128657.0,457133.0,1686190.0
0,1517000,2405000000,3837970.0,29768700.0,20479400.0,6778730.0,133140.0,472436.0,1744100.0
0,1517000,2746000000,4146130.0,29765000.0,20323900.0,6729000.0,143681.0,509656.0,1884130.0
0,1604000,418000000,2214350.0,31396300.0,21769600.0,8172500.0,78518.6,275240.0,1006290.0
0,1604000,902000000,2694740.0,31428800.0,21957900.0,7703200.0,95293.3,333456.0,1224560.0
0,1604000,1104000000,2937820.0,31427200.0,22014600.0,7488280.0,102777.0,362210.0,1335040.0
0,1604000,1373000000,3246870.0,31441800.0,21923500.0,7394220.0,113335.0,400433.0,1475490.0
0,1604000,1531000000,3439260.0,31443200.0,21707900.0,7486010.0,121437.0,424441.0,1562900.0
0,1604000,1795000000,3505480.0,31464000.0,21782600.0,7385460.0,121643.0,431796.0,1592990.0
0,1604000,2107000000,3772700.0,31478300.0,21759800.0,7248160.0,131061.0,464371.0,1714440.0
0,1604000,2405000000,3899690.0,31450900.0,21690900.0,7207810.0,135212.0,480072.0,1772160.0
