CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS
0,884000,418000000,26060600.0,17190700.0,319220.0,1214220.0,10739.3,39065.7,82863.3
0,884000,902000000,26539900.0,17222600.0,282152.0,996869.0,10817.2,39355.3,84566.3
0,884000,1104000000,26688400.0,17226400.0,271541.0,922161.0,10678.4,39434.9,84954.2
0,884000,1373000000,26792200.0,17225500.0,271532.0,859102.0,10829.9,39660.0,85317.8
0,884000,1531000000,26921900.0,17232600.0,256048.0,804031.0,10784.8,39765.6,85837.5
0,884000,1795000000,26943800.0,17239200.0,254584.0,798662.0,10675.2,39815.4,85876.0
0,884000,2107000000,27080900.0,17248700.0,240371.0,740387.0,10535.0,39830.7,86075.8
0,884000,2405000000,27089400.0,17245600.0,242366.0,730198.0,10664.9,40245.6,86257.2
0,884000,2746000000,27208700.0,17248700.0,235438.0,668413.0,10604.6,39772.0,86637.3
0,960000,418000000,28250400.0,18711500.0,344661.0,1394050.0,11409.2,42038.5,90040.0
0,960000,902000000,28802600.0,18738800.0,305167.0,1130800.0,11415.8,42501.7,91550.7
0,960000,1104000000,28893500.0,18739300.0,311732.0,1070060.0,11758.7,42693.3,91929.6
0,960000,1373000000,29089900.0,18748300.0,296632.0,976429.0,11466.3,42984.1,92675.3
0,960000,1531000000,29230900.0,18764500.0,285817.0,919006.0,11685.2,43076.1,93053.3
0,960000,1795000000,29235000.0,18758300.0,281936.0,913878.0,11588.4,42957.4,93065.1
0,960000,2107000000,29378400.0,18770900.0,270836.0,851802.0,11648.6,43121.7,93421.9
0,960000,2405000000,29411900.0,18769200.0,267425.0,833428.0,11555.6,43179.0,93606.9
0,960000,2746000000,29521000.0,18775400.0,267602.0,773613.0,11823.9,43203.1,93999.3
0,1037000,418000000,30382700.0,20231500.0,383989.0,1593520.0,12200.8,45064.0,96830.7
0,1037000,902000000,30961200.0,20258500.0,350532.0,1307880.0,12612.6,45590.3,98596.5
0,1037000,1104000000,31148800.0,20259700.0,337157.0,1210280.0,12366.4,45962.6,99288.2
0,1037000,1373000000,31313500.0,20267200.0,335431.0,1120550.0,12606.2,46007.0,99658.5
0,1037000,1531000000,31490700.0,20277900.0,313454.0,1047020.0,12495.5,46638.0,100412.0
0,1037000,1795000000,31512600.0,20281300.0,311275.0,1038990.0,12421.8,46257.0,100405.0
0,1037000,2107000000,31662600.0,20291200.0,300418.0,970159.0,12464.6,46769.1,100783.0
0,1037000,2405000000,31727900.0,20291400.0,293418.0,938183.0,12292.2,46385.5,100978.0
0,1037000,2746000000,31835600.0,20291400.0,293952.0,872732.0,12616.9,46491.1,101347.0
0,1133000,418000000,33012500.0,22123300.0,430177.0,1859020.0,13139.1,48748.0,105130.0
0,1133000,902000000,33683200.0,22154400.0,396186.0,1522580.0,13562.9,49612.8,107213.0
0,1133000,1104000000,33899300.0,22159800.0,383705.0,1411210.0,13502.4,49922.5,107866.0
0,1133000,1373000000,34135900.0,22168800.0,371221.0,1290810.0,13407.8,50113.3,108721.0
0,1133000,1531000000,34284400.0,22183600.0,363285.0,1224320.0,13846.3,50351.2,109102.0
0,1133000,1795000000,34320000.0,22183500.0,352834.0,1212730.0,13630.3,50220.2,109295.0
0,1133000,2107000000,34525900.0,22191900.0,330677.0,1120330.0,13405.5,50593.4,110047.0
0,1133000,2405000000,34576200.0,22193600.0,332292.0,1090310.0,13483.7,50575.7,110050.0
0,1133000,2746000000,34750900.0,22201600.0,325136.0,1000340.0,13393.0,50572.4,110604.0
0,1229000,418000000,35609500.0,24023600.0,483559.0,2145590.0,14103.2,52390.2,113453.0
0,1229000,902000000,36461400.0,24057400.0,424002.0,1728640.0,14255.3,53317.9,116084.0
0,1229000,1104000000,36648600.0,24062800.0,425101.0,1620900.0,14521.8,53746.3,116653.0
0,1229000,1373000000,36916000.0,24067600.0,412503.0,1478090.0,14455.5,54018.0,117404.0
0,1229000,1531000000,37123700.0,24080000.0,392459.0,1385820.0,14591.7,54226.5,118349.0
0,1229000,1795000000,37153300.0,24084900.0,383096.0,1381540.0,14316.9,54366.9,118340.0
0,1229000,2107000000,37373700.0,24092500.0,365257.0,1275290.0,14267.5,54676.2,119108.0
0,1229000,2405000000,37432500.0,24095500.0,363972.0,1244580.0,14395.1,54984.7,119104.0
0,1229000,2746000000,37600700.0,24095100.0,364127.0,1142660.0,14651.1,54635.2,119652.0
0,1325000,418000000,38117800.0,25916600.0,545456.0,2469510.0,15207.2,55964.2,121372.0
0,1325000,902000000,39087200.0,25953900.0,479849.0,1991490.0,15425.5,57213.9,124567.0
0,1325000,1104000000,39366700.0,25963800.0,468639.0,1845190.0,15492.6,57521.2,125334.0
0,1325000,1373000000,39638700.0,25968500.0,459100.0,1696730.0,15553.0,58931.8,126273.0
0,1325000,1531000000,39925200.0,25983200.0,431231.0,1567230.0,15538.5,58262.4,127235.0
0,1325000,1795000000,39862600.0,25982100.0,441663.0,1591970.0,15916.3,58161.8,127028.0
0,1325000,2107000000,40154300.0,25999200.0,412612.0,1463680.0,15690.8,58826.0,127979.0
0,1325000,2405000000,40241600.0,25995800.0,406674.0,1414250.0,15634.1,58590.6,128145.0
0,1325000,2746000000,40440600.0,26005100.0,405967.0,1304490.0,15874.7,58695.3,128720.0
0,1421000,418000000,40775000.0,27833300.0,581288.0,2754020.0,15855.2,59602.8,129751.0
0,1421000,902000000,41781500.0,27876400.0,527177.0,2247620.0,16505.1,60952.2,132882.0
0,1421000,1104000000,42108300.0,27876400.0,507294.0,2071850.0,16309.1,61378.8,134004.0
0,1421000,1373000000,42392000.0,27885500.0,504002.0,1914480.0,16593.9,62346.2,134961.0
0,1421000,1531000000,42731800.0,27905400.0,470311.0,1764270.0,16430.9,62075.6,136078.0
0,1421000,1795000000,42752900.0,27906800.0,460448.0,1761720.0,16177.0,62199.5,136084.0
0,1421000,2107000000,43055700.0,27916900.0,435066.0,1615780.0,16114.9,62545.1,137225.0
0,1421000,2405000000,43066500.0,27914600.0,449025.0,1593280.0,16643.7,62489.4,137014.0
0,1421000,2746000000,43320500.0,27919200.0,438016.0,1456390.0,16532.8,63258.7,137928.0
0,1517000,418000000,43277500.0,29731800.0,634111.0,3096140.0,16765.2,63297.5,137799.0
0,1517000,902000000,44503200.0,29775400.0,553011.0,2485470.0,16994.8,64488.8,141561.0
0,1517000,1104000000,44862600.0,29781400.0,539175.0,2290170.0,16901.1,65180.1,142736.0
0,1517000,1373000000,45170300.0,29794100.0,539345.0,2118450.0,17240.4,66118.9,143824.0
0,1517000,1531000000,45506700.0,29808800.0,508278.0,1962500.0,17305.7,66222.3,144955.0
0,1517000,1795000000,45457900.0,29807100.0,514369.0,1982590.0,17543.2,65919.0,144581.0
0,1517000,2107000000,45769800.0,29816300.0,486922.0,1832220.0,17530.6,66808.0,145899.0
0,1517000,2405000000,45878900.0,29819100.0,483174.0,1773760.0,17518.0,66641.3,146103.0
0,1517000,2746000000,46152700.0,29828600.0,477508.0,1624580.0,17555.8,66924.2,146898.0
0,1604000,418000000,45413300.0,31440200.0,707446.0,3447850.0,17916.2,66230.9,144579.0
0,1604000,902000000,46794400.0,31493400.0,611271.0,2768200.0,18208.3,67931.2,149108.0
0,1604000,1104000000,47098900.0,31495700.0,610975.0,2588500.0,18468.7,68826.6,150065.0
0,1604000,1373000000,47506700.0,31503700.0,600450.0,2362860.0,18479.7,69906.4,151379.0
0,1604000,1531000000,47913800.0,31517300.0,555316.0,2177660.0,18384.1,69559.6,152595.0
0,1604000,1795000000,47937100.0,31522300.0,549678.0,2173000.0,18291.4,69623.7,152685.0
0,1604000,2107000000,48331300.0,31539500.0,513216.0,1990240.0,18133.0,69942.5,153859.0
0,1604000,2405000000,48397200.0,31531100.0,514918.0,1940790.0,18287.2,69843.4,154012.0
0,1604000,2746000000,48675500.0,31545100.0,515217.0,1787380.0,18621.3,70388.3,155046.0
0,1700000,418000000,47904900.0,33338800.0,754325.0,3802520.0,18621.9,69969.8,152516.0
0,1700000,902000000,49367100.0,33381400.0,661632.0,3059870.0,19094.1,71596.2,157234.0
0,1700000,1104000000,49783300.0,33397500.0,657564.0,2830770.0,19255.8,72090.9,158497.0
0,1700000,1373000000,50235300.0,33400900.0,638203.0,2582930.0,19242.6,73133.9,159880.0
0,1700000,1531000000,50614500.0,33424300.0,606605.0,2410720.0,19561.9,73942.6,161097.0
0,1700000,1795000000,50581700.0,33420800.0,607806.0,2424440.0,19603.5,73332.4,161006.0
0,1700000,2107000000,50953200.0,33421600.0,574076.0,2235960.0,19640.9,74318.3,162128.0
0,1700000,2405000000,51153000.0,33444700.0,563509.0,2149620.0,19441.6,73987.1,162868.0
0,1700000,2746000000,51473500.0,33448100.0,556077.0,1968160.0,19531.3,74392.6,164029.0
1,826000,418000000,57914900.0,16123000.0,4425690.0,2384100.0,72170.8,200581.0,474447.0
1,826000,902000000,59459900.0,16143800.0,4562330.0,2043430.0,75098.5,209370.0,476887.0
1,826000,1104000000,60198700.0,16224600.0,4608400.0,1954940.0,75319.6,212984.0,488449.0
1,826000,1373000000,60662100.0,16230100.0,4616770.0,1865890.0,75701.1,215559.0,486129.0
1,826000,1531000000,60998200.0,16231700.0,4674120.0,1776250.0,76399.1,218254.0,494187.0
1,826000,1795000000,60960800.0,16233000.0,4653480.0,1797020.0,76812.0,219191.0,494616.0
1,826000,2107000000,61345700.0,16240400.0,4680970.0,1720170.0,76665.1,221574.0,495379.0
1,826000,2405000000,61553000.0,16242600.0,4690000.0,1664010.0,76054.5,220040.0,508921.0
1,826000,2746000000,61727900.0,16241100.0,4715520.0,1628130.0,77566.8,222048.0,498687.0
1,941000,418000000,65545800.0,18487400.0,5014790.0,2950660.0,80360.2,228615.0,525952.0
1,941000,902000000,67531400.0,18506400.0,5187330.0,2488630.0,83863.8,238275.0,540496.0
1,941000,1104000000,68007200.0,18511400.0,5241010.0,2373320.0,84849.9,241526.0,548243.0
1,941000,1373000000,68649900.0,18514500.0,5257180.0,2235460.0,85025.0,245128.0,561679.0
1,941000,1531000000,69129800.0,18523300.0,5296840.0,2138840.0,86119.8,248635.0,557222.0
1,941000,1795000000,69035300.0,18523400.0,5273430.0,2170690.0,86570.4,248860.0,562504.0
1,941000,2107000000,69580700.0,18530100.0,5294540.0,2061520.0,86744.7,251939.0,566519.0
1,941000,2405000000,69379800.0,18449000.0,5299900.0,2013230.0,87493.4,249868.0,563112.0
1,941000,2746000000,69718400.0,18449500.0,5328570.0,1938380.0,87350.1,252950.0,562800.0
1,1056000,418000000,72454300.0,20770800.0,5581110.0,3567250.0,90414.7,251516.0,576949.0
1,1056000,902000000,75181400.0,20793200.0,5768160.0,2952860.0,92667.5,264634.0,614511.0
1,1056000,1104000000,75732300.0,20795900.0,5780370.0,2849170.0,94173.3,269512.0,620756.0
1,1056000,1373000000,76372900.0,20802400.0,5876530.0,2683170.0,95432.9,273366.0,616602.0
1,1056000,1531000000,76772800.0,20716800.0,5886750.0,2513620.0,95032.5,276229.0,627408.0
1,1056000,1795000000,76668900.0,20723400.0,5868030.0,2554510.0,95621.8,276634.0,621029.0
1,1056000,2107000000,77280700.0,20730700.0,5922810.0,2405520.0,96250.8,277272.0,632603.0
1,1056000,2405000000,77846600.0,20817500.0,5954250.0,2372170.0,96672.1,280771.0,629485.0
1,1056000,2746000000,78137600.0,20820000.0,5989380.0,2303120.0,97793.1,283453.0,629638.0
1,1172000,418000000,79691400.0,23074600.0,6146330.0,4141410.0,96680.2,275821.0,636460.0
1,1172000,902000000,82261400.0,22994200.0,6320660.0,3480310.0,101684.0,290874.0,654926.0
1,1172000,1104000000,82870300.0,22990500.0,6346610.0,3349320.0,103510.0,297513.0,662928.0
1,1172000,1373000000,83780200.0,22997800.0,6437170.0,3127550.0,103920.0,301958.0,675634.0
1,1172000,1531000000,85010100.0,23111700.0,6521950.0,2943260.0,105474.0,304076.0,694952.0
1,1172000,1795000000,84867100.0,23114800.0,6485870.0,3003410.0,105237.0,305227.0,691644.0
1,1172000,2107000000,85619700.0,23121300.0,6574830.0,2822690.0,105645.0,309066.0,690687.0
1,1172000,2405000000,85834100.0,23122700.0,6587490.0,2770740.0,106795.0,309813.0,699460.0
1,1172000,2746000000,86328200.0,23125900.0,6607090.0,2661540.0,106826.0,313009.0,706118.0
1,1287000,418000000,85825900.0,25228200.0,6640290.0,4819110.0,105113.0,297269.0,681844.0
1,1287000,902000000,89893800.0,25383300.0,6922980.0,4043320.0,110391.0,317062.0,721217.0
1,1287000,1104000000,90823600.0,25385500.0,6961100.0,3851300.0,111094.0,323915.0,729236.0
1,1287000,1373000000,91772300.0,25390100.0,7034670.0,3630320.0,113276.0,329290.0,736850.0
1,1287000,1531000000,92781300.0,25404700.0,7114990.0,3402390.0,114042.0,333027.0,751892.0
1,1287000,1795000000,92547500.0,25396500.0,7070490.0,3469320.0,114039.0,332418.0,746971.0
1,1287000,2107000000,93425100.0,25408800.0,7177370.0,3248930.0,115999.0,335375.0,752158.0
1,1287000,2405000000,93796900.0,25412300.0,7178340.0,3182470.0,115419.0,340100.0,758268.0
1,1287000,2746000000,94155300.0,25416700.0,7217690.0,3095900.0,117600.0,341449.0,755522.0
1,1402000,418000000,92926300.0,27637000.0,7204290.0,5530910.0,112602.0,320122.0,735559.0
1,1402000,902000000,97143300.0,27672800.0,7502460.0,4583720.0,118564.0,339208.0,786396.0
1,1402000,1104000000,97974700.0,27672100.0,7544860.0,4424270.0,120558.0,348794.0,783397.0
1,1402000,1373000000,99229000.0,27677700.0,7624150.0,4136170.0,122054.0,355274.0,796375.0
1,1402000,1531000000,100337000.0,27688300.0,7702290.0,3882820.0,123382.0,359297.0,811375.0
1,1402000,1795000000,100122000.0,27688100.0,7683860.0,3933480.0,123413.0,358656.0,820112.0
1,1402000,2107000000,100850000.0,27588100.0,7706080.0,3689030.0,124126.0,363737.0,810513.0
1,1402000,2405000000,101175000.0,27588500.0,7756970.0,3588370.0,124899.0,363629.0,821841.0
1,1402000,2746000000,101669000.0,27591500.0,7782240.0,3495180.0,125593.0,370026.0,822591.0
1,1517000,418000000,99360600.0,29919900.0,7724070.0,6247260.0,119575.0,339941.0,797829.0
1,1517000,902000000,104236000.0,29951500.0,7998860.0,5203140.0,126347.0,365336.0,838650.0
1,1517000,1104000000,105249000.0,29959200.0,8115290.0,4966860.0,128278.0,373270.0,837776.0
1,1517000,1373000000,106025000.0,29816200.0,8158160.0,4639060.0,130216.0,377236.0,848491.0
1,1517000,1531000000,107376000.0,29853300.0,8267640.0,4353600.0,131936.0,383200.0,876322.0
1,1517000,1795000000,107156000.0,29849400.0,8213520.0,4431630.0,131459.0,383546.0,869788.0
1,1517000,2107000000,108819000.0,29988800.0,8340230.0,4179000.0,134236.0,390886.0,885061.0
1,1517000,2405000000,109261000.0,29989000.0,8393530.0,4066930.0,133784.0,393154.0,884172.0
1,1517000,2746000000,109813000.0,29996700.0,8418280.0,3957710.0,135070.0,397734.0,890367.0
1,1652000,418000000,106034000.0,32429000.0,8246370.0,7169340.0,127414.0,363704.0,854145.0
1,1652000,902000000,111620000.0,32479800.0,8600290.0,5968460.0,135800.0,392304.0,884860.0
