CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS
0,884000,418000000,23382300,17203600,3156590,4100.37,9706.05,36980.1,196972
0,884000,902000000,24100000,17235900,2757650,4185.19,9958.37,38100.4,203228
0,884000,1104000000,24414100,17239200,2572500,4051.2,10074.8,38599.4,205553
0,884000,1373000000,24739600,17233800,2371460,4221.47,10224.4,39129.9,208568
0,884000,1531000000,24956300,17251300,2258800,4242.76,10315.4,39510.2,210595
0,884000,1795000000,24994600,17251800,2236350,4210.11,10389.2,39545.8,211002
0,884000,2107000000,25216500,17262600,2113810,4221.91,10474.6,39854.8,212613
0,884000,2405000000,25302900,17258600,2057980,4227.69,10504.3,39987.5,213122
0,884000,2746000000,25582100,17260200,1891800,4262.93,10630.5,40341.5,215645
0,960000,418000000,25152900,18726200,3615690,4149.48,10433.0,39773.5,211752
0,960000,902000000,25973300,18755000,3151780,4247.47,10768.7,40949.6,218685
0,960000,1104000000,26314400,18755600,2947110,4550.01,10889.9,41656.2,222183
0,960000,1373000000,26699500,18757000,2717590,4217.44,11093.5,42241.2,225234
0,960000,1531000000,26937900,18768600,2585620,4562.07,11180.9,42614.1,227199
0,960000,1795000000,27005100,18774300,2551150,4392.87,11200.6,42528.4,227329
0,960000,2107000000,27257500,18784600,2409690,4613.97,11312.0,43024.3,229631
0,960000,2405000000,27361000,18782200,2345210,4557.76,11346.0,43151.5,230297
0,960000,2746000000,27679600,18786800,2158380,4608.36,11494.6,43613.0,233320
0,1037000,418000000,26893100,20246700,4090630,4636.01,11142.0,42441.1,226256
0,1037000,902000000,27793800,20270000,3572910,4705.49,11478.7,43862.7,234336
0,1037000,1104000000,28201500,20281600,3339560,4829.04,11669.1,44468.2,237485
0,1037000,1373000000,28640800,20283600,3077740,4782.73,11824.5,45232.5,241415
0,1037000,1531000000,28922400,20299600,2924460,4893.55,11951.6,45622.0,243929
0,1037000,1795000000,28962100,20292700,2893820,4903.13,12018.7,45645.7,243944
0,1037000,2107000000,29262000,20308600,2729700,4779.11,12140.5,46091.6,246457
0,1037000,2405000000,29371900,20303200,2657980,5010.4,12212.1,46422.0,247960
0,1037000,2746000000,29746400,20311400,2441450,4837.69,12345.0,46810.2,250707
0,1133000,418000000,28973300,22139700,4733750,5170.48,12045.5,45892.3,244441
0,1133000,902000000,30077900,22173500,4104180,5216.07,12402.1,47348.0,253184
0,1133000,1104000000,30497300,22174800,3853780,4969.0,12596.5,48120.6,257060
0,1133000,1373000000,31029000,22183400,3542760,5277.11,12778.1,48849.3,261101
0,1133000,1531000000,31323600,22199300,3381880,5097.45,13003.0,49401.3,264127
0,1133000,1795000000,31394000,22199900,3340000,5319.25,13027.8,49468.5,264632
0,1133000,2107000000,31716700,22205200,3151560,5308.71,13220.2,49911.5,267151
0,1133000,2405000000,31890900,22209500,3051170,5349.63,13229.3,50239.5,268687
0,1133000,2746000000,32285500,22211200,2815920,5277.12,13398.1,50754.2,271944
0,1229000,418000000,31045700,24046100,5395170,5450.75,12894.4,49070.1,261852
0,1229000,902000000,32277200,24075700,4685200,5474.49,13329.5,50761.5,271707
0,1229000,1104000000,32771500,24082200,4395000,5333.79,13526.2,51583.9,276251
0,1229000,1373000000,33331100,24076700,4053060,5636.69,13756.3,52472.8,280791
0,1229000,1531000000,33686300,24101500,3864460,5708.63,13993.7,53073.8,284233
0,1229000,1795000000,33761200,24093900,3811860,5782.16,14043.7,53234.8,284801
0,1229000,2107000000,34156400,24110100,3590950,5630.44,14194.5,53697.2,287361
0,1229000,2405000000,34342900,24109300,3478060,5576.93,14258.5,54076.4,289367
0,1229000,2746000000,34805900,24114800,3205430,5721.79,14443.8,54695.7,293163
0,1325000,418000000,33052500,25944100,6087930,5562.09,13727.1,52174.3,278782
0,1325000,902000000,34435500,25972500,5285600,5649.64,14227.2,54240.7,290379
0,1325000,1104000000,34997900,25983000,4958070,5914.92,14446.7,55061.1,294934
0,1325000,1373000000,35668300,25992200,4564820,5777.25,14712.5,56076.7,300490
0,1325000,1531000000,36050400,26000800,4343770,5938.67,14951.2,56658.1,304007
0,1325000,1795000000,36135600,26003100,4295070,5784.31,15013.3,56832.5,304528
0,1325000,2107000000,36587700,26017000,4036980,6221.99,15169.8,57499.6,308101
0,1325000,2405000000,36753400,25988500,3909020,6166.36,15266.8,57847.0,310072
0,1325000,2746000000,37292400,26023600,3620350,6253.01,15466.1,58572.6,314118
0,1421000,418000000,35007700,27838000,6806940,6131.39,14447.1,55120.5,294943
0,1421000,902000000,36584800,27891600,5913450,6085.71,15082.1,57525.5,308079
0,1421000,1104000000,37215300,27905700,5548800,6183.25,15364.7,58518.9,313798
0,1421000,1373000000,37944900,27912200,5116950,6362.16,15654.8,59645.2,319675
0,1421000,1531000000,38398200,27925600,4858050,6424.0,15837.6,60328.7,323710
0,1421000,1795000000,38465300,27924100,4816150,6527.63,15969.6,60539.8,324223
0,1421000,2107000000,38956500,27934800,4531850,6484.85,16168.6,61193.0,328424
0,1421000,2405000000,39207100,27934700,4381280,6538.84,16265.2,61574.6,330279
0,1421000,2746000000,39760700,27939100,4053440,6300.23,16482.8,62328.3,334821
0,1517000,418000000,36920400,29753500,7573370,6574.29,15224.2,58064.5,311110
0,1517000,902000000,38639500,29795000,6582390,6595.56,15935.7,60700.5,325656
0,1517000,1104000000,39324300,29799100,6175420,6358.73,16248.7,61815.9,331806
0,1517000,1373000000,40168100,29807500,5676670,6758.05,16551.4,63138.9,338373
0,1517000,1531000000,40641100,29826900,5412240,6524.2,16859.2,63805.1,342732
0,1517000,1795000000,40767200,29826600,5335790,6874.68,16901.8,64135.7,343658
0,1517000,2107000000,41310700,29833500,5016590,6643.09,17134.8,64856.8,347955
0,1517000,2405000000,41553800,29833300,4870050,6893.25,17241.2,65189.2,350109
0,1517000,2746000000,42154400,29840400,4516530,6874.28,17503.4,66183.1,355531
0,1604000,418000000,38611000,31477300,8281650,6663.4,15941.3,60729.8,325728
0,1604000,902000000,40404800,31496200,7222870,7108.59,16687.3,63639.1,340829
0,1604000,1104000000,41142500,31504800,6787800,7717.08,17152.1,64721.1,346956
0,1604000,1373000000,42104500,31505600,6211400,7123.48,17382.6,66178.9,355018
0,1604000,1531000000,42676800,31539400,5901360,7326.32,17672.3,66923.7,359589
0,1604000,1795000000,42768300,31535100,5842110,7326.17,17725.3,67166.0,360087
0,1604000,2107000000,43373300,31547100,5490710,7359.71,17973.1,68018.8,365132
0,1604000,2405000000,43628200,31551900,5342660,7125.33,18127.7,68448.2,368161
0,1604000,2746000000,44299000,31556500,4944160,7363.09,18380.6,69485.8,373394
0,1700000,418000000,40343600,33352500,9116270,6740.33,16724.9,63365.1,340218
0,1700000,902000000,42373200,33409800,7954220,7159.24,17488.8,66650.4,357286
0,1700000,1104000000,43286200,33417400,7413290,7378.93,17834.6,67880.1,364635
0,1700000,1373000000,44267900,33423000,6829560,7122.25,18272.5,69563.4,373200
0,1700000,1531000000,44851400,33446300,6501900,7594.88,18617.2,70330.9,378293
0,1700000,1795000000,45001100,33448700,6414760,7242.36,18667.5,70700.5,379185
0,1700000,2107000000,45637700,33460800,6044180,7581.08,18932.0,71520.1,384472
0,1700000,2405000000,45917900,33462400,5877470,7640.33,19047.2,71918.6,387118
0,1700000,2746000000,46692900,33473500,5423180,7644.96,19350.2,73155.1,393408
1,826000,418000000,62393600,16275300,6458630,8773.77,27253.1,73661.8,528294
1,826000,902000000,63511200,16218300,6225060,8931.52,27764.9,74900.8,537502
1,826000,1104000000,64230900,16296800,6189830,8912.55,28007.8,76073.0,543722
1,826000,1373000000,64429800,16222400,6087370,9100.07,28185.7,75598.9,546544
1,826000,1531000000,65060000,16304500,6069660,9155.04,28284.2,75939.6,551090
1,826000,1795000000,65062200,16304300,6067330,9081.87,28376.3,76789.8,551680
1,826000,2107000000,65440800,16309700,6016780,9109.99,28468.0,75940.6,553821
1,826000,2405000000,65556000,16307800,6002880,8955.08,28536.1,77831.9,555728
1,826000,2746000000,65843400,16313100,5948900,9170.52,28669.3,76494.9,558299
1,941000,418000000,70042100,18476100,7422580,10003.7,30542.4,82432.5,592720
1,941000,902000000,72051300,18578200,7254460,10147.3,31372.4,84418.7,610376
1,941000,1104000000,72572600,18583600,7176470,9905.79,31595.5,86312.2,614251
1,941000,1373000000,73242500,18588600,7067580,10196.1,31735.9,85482.8,620406
1,941000,1531000000,73626400,18598600,7028290,10199.2,32042.7,85544.7,624650
1,941000,1795000000,74043400,18515800,6610920,11568.5,32293.6,88089.6,627624
1,941000,2107000000,74074600,18596400,6952380,10259.6,32283.2,86175.9,627084
1,941000,2405000000,74017500,18525200,6878450,10462.3,32231.8,87401.3,626401
1,941000,2746000000,74271100,18528100,6847880,10598.7,32419.4,86737.4,629429
1,1056000,418000000,77541800,20848600,8638800,10746.2,33707.0,90967.9,655833
1,1056000,902000000,80257800,20872600,8247320,11116.5,34783.6,93636.0,679118
1,1056000,1104000000,80297400,20779500,8147550,11193.2,34936.6,94460.5,679706
1,1056000,1373000000,81640200,20875200,8035510,11408.8,35494.3,95412.0,691995
1,1056000,1531000000,81112700,20783900,8015290,11522.2,35260.2,93952.2,687054
1,1056000,1795000000,82669700,20887400,7687540,12355.9,35859.3,97142.2,700647
1,1056000,2107000000,81477700,20808800,7991550,11364.9,35383.1,94366.0,690471
1,1056000,2405000000,81931400,20893700,7998200,11283.4,35572.3,96070.3,695270
1,1056000,2746000000,82961100,20895300,7837360,11490.9,36015.4,95447.9,702322
1,1172000,418000000,85339400,23157500,9733190,11188.8,37162.4,99662.8,723252
1,1172000,902000000,87887800,23076200,9253900,11875.8,38261.7,103113.0,743599
1,1172000,1104000000,88762200,23173500,9213830,11760.1,38410.3,103476.0,751291
1,1172000,1373000000,89214200,23080000,9046340,11798.8,38887.9,104684.0,755176
1,1172000,1531000000,90548100,23189400,8939040,11930.5,39382.2,104838.0,766384
1,1172000,1795000000,90645800,23192700,8915320,12179.2,39350.7,105923.0,766859
