CLUSTER,CPU_FREQ,DDR_FREQ,IPS
0,884000,418000000,103428.68
0,884000,902000000,121203.2623
0,884000,1104000000,130434.0788
0,884000,1373000000,142320.9648
0,884000,1531000000,149875.4804
0,884000,1795000000,151286.2206
0,884000,2107000000,160515.182
0,884000,2405000000,164788.6202
0,884000,2746000000,179463.8525
0,960000,418000000,105569.0228
0,960000,902000000,124539.4043
0,960000,1104000000,134283.4413
0,960000,1373000000,146187.0012
0,960000,1531000000,154678.5608
0,960000,1795000000,156227.3501
0,960000,2107000000,166435.6935
0,960000,2405000000,170926.9791
0,960000,2746000000,185724.4567
0,1037000,418000000,108105.8658
0,1037000,902000000,127587.6269
0,1037000,1104000000,137559.2596
0,1037000,1373000000,150300.6829
0,1037000,1531000000,158734.2948
0,1037000,1795000000,160466.0538
0,1037000,2107000000,171312.5466
0,1037000,2405000000,176143.4393
0,1037000,2746000000,191901.0711
0,1133000,418000000,110561.0042
0,1133000,902000000,131250.7083
0,1133000,1104000000,141247.6608
0,1133000,1373000000,155021.1568
0,1133000,1531000000,164152.8149
0,1133000,1795000000,165375.3097
0,1133000,2107000000,176926.9954
0,1133000,2405000000,182472.524
0,1133000,2746000000,198537.116
0,1229000,418000000,113058.5804
0,1229000,902000000,134505.1337
0,1229000,1104000000,144912.6802
0,1229000,1373000000,158770.5478
0,1229000,1531000000,168190.8248
0,1229000,1795000000,170258.4647
0,1229000,2107000000,181980.3551
0,1229000,2405000000,188227.2856
0,1229000,2746000000,205016.3516
0,1325000,418000000,115203.6467
0,1325000,902000000,137584.1925
0,1325000,1104000000,148552.9936
0,1325000,1373000000,163038.1079
0,1325000,1531000000,173059.3924
0,1325000,1795000000,174612.6404
0,1325000,2107000000,187356.6164
0,1325000,2405000000,194050.9282
0,1325000,2746000000,210821.7306
0,1421000,418000000,116844.2257
0,1421000,902000000,139756.7174
0,1421000,1104000000,151744.0929
0,1421000,1373000000,166678.5668
0,1421000,1531000000,176761.2209
0,1421000,1795000000,178809.0393
0,1421000,2107000000,191590.597
0,1421000,2405000000,198782.8433
0,1421000,2746000000,215904.6971
0,1517000,418000000,118451.3771
0,1517000,902000000,142564.3496
0,1517000,1104000000,154321.7111
0,1517000,1373000000,169924.3761
0,1517000,1531000000,180533.4802
0,1517000,1795000000,183176.0497
0,1517000,2107000000,196199.1621
0,1517000,2405000000,202961.1575
0,1517000,2746000000,220877.1742
0,1604000,418000000,120142.2249
0,1604000,902000000,144105.4971
0,1604000,1104000000,156535.1301
0,1604000,1373000000,172162.6191
0,1604000,1531000000,184062.0101
0,1604000,1795000000,185763.6897
0,1604000,2107000000,199329.3958
0,1604000,2405000000,206581.9868
0,1604000,2746000000,224700.5527
0,1700000,418000000,120896.3331
0,1700000,902000000,145801.1503
0,1700000,1104000000,158502.3293
0,1700000,1373000000,175430.8349
0,1700000,1531000000,187031.084
0,1700000,1795000000,188879.1661
0,1700000,2107000000,203050.5822
0,1700000,2405000000,210289.9735
0,1700000,2746000000,228907.4426
1,826000,418000000,305922.6002
1,826000,902000000,350976.3783
1,826000,1104000000,363202.437
1,826000,1373000000,374502.2527
1,826000,1531000000,380341.1673
1,826000,1795000000,378991.7691
1,826000,2107000000,385082.4783
1,826000,2405000000,389206.9339
1,826000,2746000000,395373.6946
1,941000,418000000,319407.8861
1,941000,902000000,376663.4686
1,941000,1104000000,393409.7372
1,941000,1373000000,408861.0065
1,941000,1531000000,419836.2815
1,941000,1795000000,418084.0451
1,941000,2107000000,425839.2816
1,941000,2405000000,430421.4901
1,941000,2746000000,436635.4163
1,1056000,418000000,331431.0771
1,1056000,902000000,395327.2324
1,1056000,1104000000,417470.4051
1,1056000,1373000000,440245.6845
1,1056000,1531000000,453911.3641
1,1056000,1795000000,451829.6497
1,1056000,2107000000,464191.0895
1,1056000,2405000000,467807.4673
1,1056000,2746000000,474544.1151
1,1172000,418000000,340890.0453
1,1172000,902000000,411721.9758
1,1172000,1104000000,438168.424
1,1172000,1373000000,466331.089
1,1172000,1531000000,485505.5612
1,1172000,1795000000,483406.7734
1,1172000,2107000000,498357.0131
1,1172000,2405000000,504797.7149
1,1172000,2746000000,511962.9173
1,1287000,418000000,348687.4808
1,1287000,902000000,425783.0281
1,1287000,1104000000,454171.8599
1,1287000,1373000000,488401.1438
1,1287000,1531000000,510296.9772
1,1287000,1795000000,508505.6872
1,1287000,2107000000,529501.1628
1,1287000,2405000000,537410.9982
1,1287000,2746000000,547140.9791
1,1402000,418000000,356028.5448
1,1402000,902000000,437865.376
1,1402000,1104000000,467449.8387
1,1402000,1373000000,505615.9981
1,1402000,1531000000,531123.2894
1,1402000,1795000000,528024.2642
1,1402000,2107000000,556434.617
1,1402000,2405000000,565074.9518
1,1402000,2746000000,577675.5279
1,1517000,418000000,361427.6962
1,1517000,902000000,448411.1883
1,1517000,1104000000,479084.6039
1,1517000,1373000000,521370.0239
1,1517000,1531000000,548337.0305
1,1517000,1795000000,545646.7961
1,1517000,2107000000,579337.6445
1,1517000,2405000000,591498.8312
1,1517000,2746000000,606113.2062
1,1652000,418000000,368838.329
1,1652000,902000000,459484.4627
1,1652000,1104000000,491808.8284
1,1652000,1373000000,537098.0375
1,1652000,1531000000,566126.8503
1,1652000,1795000000,563729.2346
1,1652000,2107000000,598963.5435
1,1652000,2405000000,616204.8007
1,1652000,2746000000,633734.1849
1,1767000,418000000,372745.0292
1,1767000,902000000,466802.1356
1,1767000,1104000000,500903.0286
1,1767000,1373000000,547329.6716
1,1767000,1531000000,580274.9232
1,1767000,1795000000,575855.6359
1,1767000,2107000000,614722.5326
1,1767000,2405000000,633378.5132
1,1767000,2746000000,654695.1299
1,1882000,418000000,375830.6747
1,1882000,902000000,473574.6774
1,1882000,1104000000,509239.0848
1,1882000,1373000000,558756.5235
1,1882000,1531000000,591260.8495
1,1882000,1795000000,588001.1709
1,1882000,2107000000,631637.6487
1,1882000,2405000000,650260.0429
1,1882000,2746000000,671627.4373
1,1988000,418000000,379822.1922
1,1988000,902000000,480725.7607
1,1988000,1104000000,516759.8327
1,1988000,1373000000,565817.6796
1,1988000,1531000000,602084.1883
1,1988000,1795000000,596821.5891
1,1988000,2107000000,641543.1392
1,1988000,2405000000,663534.1703
1,1988000,2746000000,685359.9811
1,2093000,418000000,381509.7636
1,2093000,902000000,485342.4333
1,2093000,1104000000,522817.8064
1,2093000,1373000000,572720.3945
1,2093000,1531000000,610316.868
1,2093000,1795000000,605619.1216
1,2093000,2107000000,651495.9892
1,2093000,2405000000,673131.9522
1,2093000,2746000000,697173.3888
1,2199000,418000000,385292.1114
1,2199000,902000000,490463.736
1,2199000,1104000000,528533.592
1,2199000,1373000000,580117.4751
1,2199000,1531000000,617569.3027
1,2199000,1795000000,612812.2899
1,2199000,2107000000,660837.2588
1,2199000,2405000000,684307.5517
1,2199000,2746000000,708034.8853
