CLUSTER,CPU_FREQ,DDR_FREQ,IPS
0,884000,418000000,750944.9227625
0,884000,902000000,791469.05365
0,884000,1104000000,808784.0211
0,884000,1373000000,828084.8102375
0,884000,1531000000,841319.9348374999
0,884000,1795000000,843643.8973500001
0,884000,2107000000,858304.5751125
0,884000,2405000000,863705.6609875
0,884000,2746000000,883200.0852375
0,960000,418000000,799542.97205
0,960000,902000000,845171.7270375001
0,960000,1104000000,863655.4126874999
0,960000,1373000000,886017.7779750001
0,960000,1531000000,900800.1103000001
0,960000,1795000000,902988.0313125
0,960000,2107000000,919281.6756375001
0,960000,2405000000,926313.6454624999
0,960000,2746000000,947382.6829125001
0,1037000,418000000,848709.9377875001
0,1037000,902000000,897043.783325
0,1037000,1104000000,918073.2345125
0,1037000,1373000000,942294.1301874999
0,1037000,1531000000,959036.4667625
0,1037000,1795000000,961604.8190875001
0,1037000,2107000000,979364.516125
0,1037000,2405000000,987649.26535
0,1037000,2746000000,1010767.0591875
0,1133000,418000000,906387.5238999999
0,1133000,902000000,962244.6360500001
0,1133000,1104000000,985421.5054624999
0,1133000,1373000000,1012170.914875
0,1133000,1531000000,1029752.8670000001
0,1133000,1795000000,1033104.2226375001
0,1133000,2107000000,1054060.9098375002
0,1133000,2405000000,1063556.1975
0,1133000,2746000000,1088026.9678250002
0,1229000,418000000,962440.0853250001
0,1229000,902000000,1024980.4893875001
0,1229000,1104000000,1048991.650575
0,1229000,1373000000,1078808.3806375
0,1229000,1531000000,1099561.1869375
0,1229000,1795000000,1102425.2274749998
0,1229000,2107000000,1125828.5300625
0,1229000,2405000000,1136945.434575
0,1229000,2746000000,1163998.9285875
0,1325000,418000000,1016214.6132375
0,1325000,902000000,1085570.7577
0,1325000,1104000000,1112152.2083125
0,1325000,1373000000,1145454.3191624999
0,1325000,1531000000,1168465.9533875
0,1325000,1795000000,1170649.8763125
0,1325000,2107000000,1196835.022525
0,1325000,2405000000,1209364.3345249998
0,1325000,2746000000,1237448.1613
0,1421000,418000000,1069228.8859875
0,1421000,902000000,1144038.7913374999
0,1421000,1104000000,1174536.9625624998
0,1421000,1373000000,1209198.825625
0,1421000,1531000000,1234820.52715
0,1421000,1795000000,1238749.8694624999
0,1421000,2107000000,1266453.8918125
0,1421000,2405000000,1279471.8490750003
0,1421000,2746000000,1310367.6792625
0,1517000,418000000,1121443.0323750002
0,1517000,902000000,1202441.520275
0,1517000,1104000000,1235018.0345875002
0,1517000,1373000000,1273329.0857499999
0,1517000,1531000000,1300037.1924
0,1517000,1795000000,1304020.6747625
0,1517000,2107000000,1334505.5183499998
0,1517000,2405000000,1347982.7705625
0,1517000,2746000000,1381947.273525
0,1604000,418000000,1165428.3028624998
0,1604000,902000000,1251239.0686374998
0,1604000,1104000000,1285469.3433625002
0,1604000,1373000000,1328052.0089625
0,1604000,1531000000,1357226.888575
0,1604000,1795000000,1362161.37685
0,1604000,2107000000,1394957.567575
0,1604000,2405000000,1407957.7920875
0,1604000,2746000000,1444718.1105125002
0,1700000,418000000,1211456.238225
0,1700000,902000000,1304635.4236625
0,1700000,1104000000,1342248.42725
0,1700000,1373000000,1388598.0340500001
0,1700000,1531000000,1420008.50005
0,1700000,1795000000,1423352.1011124998
0,1700000,2107000000,1458544.4236375
