CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS,IPC
0,884000,418000000,28772900.0,17268700.0,2111.43,1874.44,0.0266667,4.8,1510.44,1.66619
0,884000,902000000,28822800.0,17298500.0,2025.47,1826.0,0.0533333,3.65333,1512.8,1.6662
0,884000,1104000000,28839900.0,17308900.0,2071.84,1921.32,0.0666667,5.44,1513.88,1.66619
0,884000,1373000000,28828500.0,17302000.0,2018.67,1868.67,0.0,2.74667,1513.28,1.6662
0,884000,1531000000,28849700.0,17314700.0,2020.69,1832.96,0.0,2.97333,1514.44,1.6662
0,884000,1795000000,28838700.0,17308200.0,2055.79,1923.72,0.0,4.17333,1514.04,1.66619
0,884000,2107000000,28868500.0,17325900.0,2024.97,1818.71,0.0,2.92,1515.6,1.6662
0,884000,2405000000,28860800.0,17321400.0,2027.49,1872.48,0.0,3.29333,1515.2,1.66619
0,884000,2746000000,28860400.0,17321100.0,2028.0,1852.27,0.0266667,2.61333,1515.12,1.6662
0,960000,418000000,31306700.0,18789300.0,2187.72,1963.08,0.0,3.26667,1643.56,1.6662
0,960000,902000000,31352500.0,18816800.0,2204.6,1997.16,0.0,3.48,1646.0,1.6662
0,960000,1104000000,31358600.0,18820600.0,2191.08,2157.88,0.0,5.10667,1646.24,1.66619
0,960000,1373000000,31362900.0,18823000.0,2193.69,2025.2,0.0,3.17333,1646.2,1.6662
0,960000,1531000000,31375400.0,18830500.0,2199.29,2004.72,0.0533333,3.36,1647.0,1.6662
0,960000,1795000000,31375800.0,18830800.0,2195.71,2029.97,0.0533333,3.22667,1646.84,1.6662
0,960000,2107000000,31402400.0,18846700.0,2214.48,1949.32,0.0666667,3.46667,1648.72,1.6662
0,960000,2405000000,31394000.0,18841800.0,2194.8,2114.0,0.0,3.38667,1648.0,1.66619
0,960000,2746000000,31401300.0,18846100.0,2201.11,1989.6,0.0,3.92,1648.52,1.6662
0,1037000,418000000,33851700.0,20316700.0,2368.29,2163.44,0.0533333,3.09333,1777.0,1.6662
0,1037000,902000000,33888800.0,20339000.0,2369.09,2186.2,0.0533333,3.28,1779.0,1.6662
0,1037000,1104000000,33875500.0,20331200.0,2379.88,2334.32,0.08,5.62667,1778.32,1.66618
