CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS,IPC
0,884000,418000000,1968690.0,17132100.0,6818700.0,8949510.0,95641.5,330965.0,861839.0,0.114912
0,884000,902000000,2363510.0,17168500.0,6999810.0,8548100.0,111564.0,395953.0,1034690.0,0.137665
0,884000,1104000000,2514410.0,17172700.0,7011890.0,8436780.0,118775.0,420111.0,1100740.0,0.146419
0,884000,1373000000,2708150.0,17163300.0,7007550.0,8301710.0,126817.0,452240.0,1185560.0,0.157781
0,884000,1531000000,2871600.0,17184600.0,6992270.0,8229410.0,134279.0,477443.0,1257110.0,0.167103
0,884000,1795000000,2893940.0,17188900.0,6960110.0,8246770.0,134529.0,481064.0,1266900.0,0.168361
0,884000,2107000000,3068460.0,17194800.0,6938280.0,8158010.0,142563.0,513369.0,1343290.0,0.178452
0,884000,2405000000,3125560.0,17195800.0,6926590.0,8131180.0,148307.0,520686.0,1368300.0,0.181763
0,884000,2746000000,3371340.0,17206700.0,6916330.0,7982060.0,155446.0,559071.0,1475890.0,0.195931
0,960000,418000000,2033940.0,18660900.0,7457150.0,9795040.0,96370.3,341718.0,890390.0,0.108995
0,960000,902000000,2433610.0,18689500.0,7615740.0,9402710.0,115385.0,407709.0,1065360.0,0.130213
0,960000,1104000000,2603500.0,18684700.0,7615970.0,9283230.0,122328.0,435770.0,1139760.0,0.139339
0,960000,1373000000,2806910.0,18696800.0,7631610.0,9141770.0,131265.0,470762.0,1228790.0,0.150127
0,960000,1531000000,2969590.0,18697100.0,7616400.0,9049070.0,139196.0,496487.0,1300020.0,0.158826
0,960000,1795000000,2983460.0,18698000.0,7537130.0,9113820.0,141912.0,496690.0,1306040.0,0.15956
0,960000,2107000000,3193070.0,18722600.0,7574130.0,8962780.0,149042.0,530817.0,1397840.0,0.170547
0,960000,2405000000,3263540.0,18712200.0,7559680.0,8919870.0,151458.0,546607.0,1428690.0,0.174407
0,960000,2746000000,3484500.0,18720200.0,7505860.0,8824230.0,166591.0,578976.0,1525440.0,0.186136
0,1037000,418000000,2070560.0,20172800.0,8032980.0,10704900.0,98635.1,348679.0,906440.0,0.102641
0,1037000,902000000,2500690.0,20202900.0,8210650.0,10273300.0,118034.0,418985.0,1094730.0,0.123779
0,1037000,1104000000,2670950.0,20210000.0,8241580.0,10135700.0,126259.0,446959.0,1169270.0,0.132159
0,1037000,1373000000,2883070.0,20208000.0,8220740.0,10009100.0,136557.0,482455.0,1262130.0,0.14267
0,1037000,1531000000,3069810.0,20222000.0,8248860.0,9870340.0,143592.0,512299.0,1343890.0,0.151805
0,1037000,1795000000,3090320.0,20310300.0,8168810.0,10018500.0,147084.0,518842.0,1352870.0,0.152155
0,1037000,2107000000,3301020.0,20238200.0,8180020.0,9797510.0,153656.0,550327.0,1445100.0,0.163108
0,1037000,2405000000,3362120.0,20230500.0,8157380.0,9769330.0,160825.0,559926.0,1471850.0,0.166191
0,1037000,2746000000,3627650.0,20232500.0,8136710.0,9607100.0,169626.0,602823.0,1588100.0,0.179297
0,1133000,418000000,2123590.0,22069900.0,8758080.0,11839300.0,100906.0,356786.0,929655.0,0.0962212
0,1133000,902000000,2574170.0,22095800.0,8954970.0,11368100.0,122061.0,430310.0,1126870.0,0.1165
0,1133000,1104000000,2759480.0,22097400.0,9000170.0,11202400.0,129816.0,461616.0,1208030.0,0.124878
0,1133000,1373000000,2976540.0,22108600.0,9041160.0,11024900.0,139986.0,499083.0,1303060.0,0.134633
0,1133000,1531000000,3174730.0,22121300.0,9008330.0,10936200.0,148794.0,532123.0,1389810.0,0.143514
0,1133000,1795000000,3196010.0,22210700.0,8930840.0,11080100.0,152883.0,533477.0,1399130.0,0.143895
0,1133000,2107000000,3416410.0,22132900.0,8966060.0,10824100.0,159668.0,569828.0,1495620.0,0.154359
0,1133000,2405000000,3527150.0,22130200.0,8942670.0,10770800.0,163526.0,586072.0,1544110.0,0.159382
0,1133000,2746000000,3762230.0,22136700.0,8909710.0,10643600.0,178112.0,625250.0,1647000.0,0.169954
0,1229000,418000000,2118460.0,23966100.0,9527100.0,12968300.0,102906.0,356770.0,927410.0,0.0883946
0,1229000,902000000,2636120.0,23987900.0,9709360.0,12462400.0,124341.0,444548.0,1154020.0,0.109894
0,1229000,1104000000,2824600.0,23994700.0,9779560.0,12272300.0,133529.0,472950.0,1236530.0,0.117718
0,1229000,1373000000,3069230.0,24008400.0,9818330.0,12083200.0,144092.0,513652.0,1343620.0,0.12784
0,1229000,1531000000,3258780.0,24010800.0,9740480.0,12032600.0,156776.0,545368.0,1426620.0,0.13572
0,1229000,1795000000,3319530.0,24120500.0,9733790.0,12100200.0,154109.0,553888.0,1453210.0,0.137622
0,1229000,2107000000,3533310.0,24036300.0,9734990.0,11874300.0,165139.0,589649.0,1546790.0,0.146999
0,1229000,2405000000,3637470.0,24039500.0,9718470.0,11826200.0,169518.0,605992.0,1592390.0,0.151313
0,1229000,2746000000,3907740.0,24022400.0,9709400.0,11628900.0,181739.0,652538.0,1710710.0,0.162671
0,1325000,418000000,2207550.0,25858500.0,10207500.0,14119000.0,104865.0,371525.0,966400.0,0.0853706
0,1325000,902000000,2702600.0,25879100.0,10436900.0,13577600.0,127141.0,452201.0,1183120.0,0.104432
0,1325000,1104000000,2893950.0,25909400.0,10539200.0,13377000.0,136938.0,483683.0,1266900.0,0.111695
0,1325000,1373000000,3141750.0,25905300.0,10576100.0,13171200.0,148422.0,526013.0,1375370.0,0.121278
0,1325000,1531000000,3354660.0,25908900.0,10490300.0,13114200.0,161162.0,560699.0,1468590.0,0.129479
0,1325000,1795000000,3394650.0,26021200.0,10486500.0,13193400.0,158698.0,569236.0,1486090.0,0.130457
0,1325000,2107000000,3636830.0,25932500.0,10462700.0,12951100.0,169930.0,607416.0,1591000.0,0.140242
0,1325000,2405000000,3743430.0,25934000.0,10464300.0,12898700.0,175195.0,623955.0,1638790.0,0.144345
0,1325000,2746000000,4035200.0,25936500.0,10471300.0,12691200.0,188502.0,671774.0,1766500.0,0.15558
0,1421000,418000000,2241330.0,27767500.0,10965100.0,15246700.0,106529.0,377174.0,981192.0,0.0807177
0,1421000,902000000,2751860.0,27797200.0,11135000.0,14760000.0,131166.0,461995.0,1204690.0,0.0989976
0,1421000,1104000000,2964770.0,27809500.0,11268000.0,14497600.0,139118.0,496472.0,1297900.0,0.10661
0,1421000,1373000000,3222480.0,27811800.0,11339400.0,14257400.0,151054.0,539959.0,1410710.0,0.115866
0,1421000,1531000000,3435110.0,27834400.0,11264400.0,14208600.0,165353.0,575590.0,1503800.0,0.123412
0,1421000,1795000000,3480560.0,27925600.0,11241500.0,14282000.0,162287.0,581476.0,1523700.0,0.124637
0,1421000,2107000000,3732390.0,27848300.0,11250600.0,14025700.0,174352.0,622640.0,1633960.0,0.134026
0,1421000,2405000000,3825850.0,27834200.0,11179500.0,14022500.0,181503.0,640958.0,1674870.0,0.137451
0,1421000,2746000000,4133470.0,27849800.0,11201600.0,13802700.0,196598.0,689008.0,1809530.0,0.14842
0,1517000,418000000,2263760.0,29658300.0,11714800.0,16371200.0,108241.0,381018.0,991022.0,0.0763271
0,1517000,902000000,2802810.0,29702700.0,11939800.0,15823500.0,132043.0,471051.0,1227000.0,0.0943622
0,1517000,1104000000,3011880.0,29705500.0,12029000.0,15597600.0,141968.0,505195.0,1318530.0,0.101391
0,1517000,1373000000,3282480.0,29711900.0,12114300.0,15337900.0,154554.0,548826.0,1437000.0,0.110477
0,1517000,1531000000,3510230.0,29731200.0,12014200.0,15302700.0,168427.0,590175.0,1536690.0,0.118065
0,1517000,1795000000,3553470.0,29824300.0,11983300.0,15387100.0,166020.0,594373.0,1555630.0,0.119147
0,1517000,2107000000,3823360.0,29744200.0,11942900.0,15163100.0,179834.0,637455.0,1673780.0,0.128541
0,1517000,2405000000,3930750.0,29749900.0,11990100.0,15052100.0,183588.0,657956.0,1720780.0,0.132127
0,1517000,2746000000,4252790.0,29748100.0,12028800.0,14790300.0,197826.0,708622.0,1861770.0,0.14296
0,1604000,418000000,2291170.0,31372200.0,12342200.0,17438700.0,109375.0,387203.0,1003010.0,0.0730316
0,1604000,902000000,2843430.0,31411200.0,12586000.0,16855800.0,133827.0,477419.0,1244780.0,0.0905231
0,1604000,1104000000,3057980.0,31410000.0,12699900.0,16597300.0,144074.0,513079.0,1338700.0,0.097357
0,1604000,1373000000,3337000.0,31426200.0,12775800.0,16351100.0,157012.0,560034.0,1460850.0,0.106185
0,1604000,1531000000,3588750.0,31435400.0,12746800.0,16219800.0,169149.0,599303.0,1571070.0,0.114162
0,1604000,1795000000,3617000.0,31541200.0,12664800.0,16374700.0,168901.0,604772.0,1583270.0,0.114675
0,1604000,2107000000,3876220.0,31448400.0,12688100.0,16084000.0,182366.0,647341.0,1696920.0,0.123255
0,1604000,2405000000,3988510.0,31441800.0,12600700.0,16088500.0,190739.0,666585.0,1746070.0,0.126854
0,1604000,2746000000,4318620.0,31455600.0,12656900.0,15819500.0,205364.0,719953.0,1890580.0,0.137293
0,1700000,418000000,2281780.0,33249000.0,12920000.0,18742500.0,111765.0,386470.0,998905.0,0.0686262
0,1700000,902000000,2882040.0,33292400.0,13340800.0,17953100.0,135435.0,483875.0,1261680.0,0.0865674
0,1700000,1104000000,3099430.0,33296400.0,13368200.0,17784200.0,147741.0,520537.0,1356850.0,0.0930857
0,1700000,1373000000,3392340.0,33318400.0,13546900.0,17431200.0,159430.0,568510.0,1485080.0,0.101815
0,1700000,1531000000,3662770.0,33340600.0,13518700.0,17301000.0,171119.0,612403.0,1603480.0,0.109859
0,1700000,1795000000,3632730.0,33313000.0,13303200.0,17497600.0,174751.0,610195.0,1590320.0,0.109048
0,1700000,2107000000,3963600.0,33356300.0,13409600.0,17209100.0,184988.0,663844.0,1735170.0,0.118826
0,1700000,2405000000,4071390.0,33361300.0,13446200.0,17102800.0,191317.0,680817.0,1782360.0,0.122039
0,1700000,2746000000,4414600.0,33355600.0,13484500.0,16823700.0,205814.0,737534.0,1932610.0,0.132349
