CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS,IPC
0,884000,418000000,6290920.0,17113100.0,13183600.0,9998.65,212578.0,800582.0,1963990.0,0.367608
0,884000,902000000,6627580.0,17141700.0,13002000.0,10530.5,224125.0,844623.0,2069100.0,0.386635
0,884000,1104000000,6673050.0,17201300.0,13033700.0,10108.2,226390.0,848854.0,2083300.0,0.387938
0,884000,1373000000,6660710.0,17164000.0,13003600.0,10478.7,225229.0,847138.0,2079440.0,0.388063
0,884000,1531000000,6694410.0,17229000.0,13047900.0,10209.2,227083.0,850893.0,2089960.0,0.388555
0,884000,1795000000,6655970.0,17186400.0,13029000.0,10411.7,225086.0,845164.0,2077960.0,0.387282
0,884000,2107000000,6715120.0,17238500.0,13044600.0,10146.6,227719.0,854441.0,2096430.0,0.389542
0,884000,2405000000,6685880.0,17201200.0,13025200.0,10426.5,226110.0,850188.0,2087300.0,0.388687
0,884000,2746000000,6665350.0,17228400.0,13065300.0,10067.5,226040.0,849506.0,2080830.0,0.386882
0,960000,418000000,6668390.0,18652000.0,14486700.0,10615.7,225355.0,848017.0,2081840.0,0.357517
0,960000,902000000,7136930.0,18646400.0,14188400.0,11442.2,241328.0,909339.0,2228120.0,0.382751
0,960000,1104000000,7212730.0,18715600.0,14210800.0,11014.9,244529.0,917354.0,2251780.0,0.385386
0,960000,1373000000,7163940.0,18697200.0,14222700.0,11254.7,242239.0,911761.0,2236480.0,0.383156
0,960000,1531000000,7226260.0,18747600.0,14234500.0,10866.5,245032.0,918785.0,2256000.0,0.38545
0,960000,1795000000,7195180.0,18703000.0,14208900.0,11247.7,243265.0,914005.0,2246300.0,0.384708
0,960000,2107000000,7245480.0,18760400.0,14235300.0,10939.5,245805.0,921662.0,2262000.0,0.38621
0,960000,2405000000,7226960.0,18717000.0,14203000.0,11307.3,244349.0,918973.0,2256220.0,0.386117
0,960000,2746000000,7217920.0,18758600.0,14250700.0,10921.3,244871.0,919764.0,2253400.0,0.384778
0,1037000,418000000,6885900.0,20132800.0,15831400.0,11215.9,232645.0,876076.0,2149740.0,0.342024
0,1037000,902000000,7602610.0,20187500.0,15436100.0,11895.4,257222.0,968788.0,2373500.0,0.376599
0,1037000,1104000000,7660620.0,20220600.0,15436100.0,11710.8,259540.0,974027.0,2391610.0,0.378851
0,1037000,1373000000,7649170.0,20182900.0,15405100.0,12125.2,258608.0,973438.0,2388040.0,0.378993
0,1037000,1531000000,7710970.0,20255800.0,15439900.0,11674.2,261511.0,980762.0,2407330.0,0.38068
0,1037000,1795000000,7701510.0,20231700.0,15421300.0,12065.7,260386.0,978288.0,2404380.0,0.380667
0,1037000,2107000000,7745500.0,20282800.0,15445400.0,11631.4,262573.0,985081.0,2418110.0,0.381876
0,1037000,2405000000,7737030.0,20241500.0,15409000.0,12084.4,261829.0,983904.0,2415460.0,0.382236
0,1037000,2746000000,7718750.0,20281300.0,15460700.0,11579.8,261712.0,983257.0,2409760.0,0.380585
0,1133000,418000000,7155520.0,22059800.0,17590100.0,11546.3,241768.0,910572.0,2233920.0,0.32437
0,1133000,902000000,8094190.0,22055300.0,16999400.0,12999.7,273637.0,1029050.0,2526970.0,0.366994
0,1133000,1104000000,8243180.0,22074700.0,16925900.0,13051.4,278647.0,1048220.0,2573480.0,0.373422
0,1133000,1373000000,8272090.0,22086100.0,16919100.0,13159.6,279673.0,1052690.0,2582510.0,0.374538
0,1133000,1531000000,8347950.0,22170000.0,16956300.0,12636.9,283087.0,1061770.0,2606190.0,0.376543
0,1133000,1795000000,8306710.0,22106400.0,16917800.0,13140.0,280823.0,1055480.0,2593320.0,0.375761
0,1133000,2107000000,8381230.0,22164000.0,16929400.0,12738.4,284317.0,1065660.0,2616580.0,0.378147
0,1133000,2405000000,8356210.0,22117000.0,16897500.0,13379.4,282665.0,1063130.0,2608770.0,0.377817
0,1133000,2746000000,8346150.0,22174300.0,16961900.0,12488.9,283007.0,1062720.0,2605630.0,0.376388
0,1229000,418000000,7298440.0,23909000.0,19349500.0,12299.5,246754.0,929327.0,2278540.0,0.305259
0,1229000,902000000,8653960.0,23998000.0,18592700.0,13561.2,293022.0,1099490.0,2701730.0,0.360612
0,1229000,1104000000,8840280.0,24023900.0,18502600.0,13571.8,299439.0,1124040.0,2759900.0,0.367978
0,1229000,1373000000,8881720.0,23976500.0,18428700.0,14195.4,300198.0,1129050.0,2772830.0,0.370435
