CLUSTER,CPU_FREQ,DDR_FREQ,IPS
0,884000,418000000,559043.4489
0,884000,902000000,622859.6372
0,884000,1104000000,651448.9941
0,884000,1373000000,683918.0548
0,884000,1531000000,704782.64
0,884000,1795000000,712400.0
0,884000,2107000000,734943.7348
0,884000,2405000000,748056.4188
0,884000,2746000000,781814.9708
0,960000,418000000,583568.5819
0,960000,902000000,653261.7169
0,960000,1104000000,681623.3766
0,960000,1373000000,720202.4322
0,960000,1531000000,745434.4833
0,960000,1795000000,751422.3821
0,960000,2107000000,778330.9343
0,960000,2405000000,791626.6274
0,960000,2746000000,828260.6818
0,1037000,418000000,609591.9288
0,1037000,902000000,681302.0348
0,1037000,1104000000,712274.8086
0,1037000,1373000000,753524.4001
0,1037000,1531000000,779616.6358
0,1037000,1795000000,784620.5152
0,1037000,2107000000,817822.6984
0,1037000,2405000000,832446.3638
0,1037000,2746000000,873182.4202
0,1133000,418000000,631924.6098
0,1133000,902000000,715693.8901
0,1133000,1104000000,752091.8741
0,1133000,1373000000,793885.676
0,1133000,1531000000,825028.1324
0,1133000,1795000000,832503.2745
0,1133000,2107000000,865396.2294
0,1133000,2405000000,883613.6418
0,1133000,2746000000,925785.3839
0,1229000,418000000,656841.7959
0,1229000,902000000,748384.761
0,1229000,1104000000,781988.2271
0,1229000,1373000000,831308.1055
0,1229000,1531000000,862463.7558
0,1229000,1795000000,869749.9969
0,1229000,2107000000,910023.7577
0,1229000,2405000000,930137.6158
0,1229000,2746000000,978253.2505
0,1325000,418000000,679432.2209
0,1325000,902000000,777889.7847
0,1325000,1104000000,814848.9636
0,1325000,1373000000,867587.5471
0,1325000,1531000000,908004.6084
0,1325000,1795000000,909885.4136
0,1325000,2107000000,954833.4686
0,1325000,2405000000,976866.3032
0,1325000,2746000000,1025041.6759
0,1421000,418000000,700686.5487
0,1421000,902000000,799780.5047
0,1421000,1104000000,845266.8788
0,1421000,1373000000,902359.0633
0,1421000,1531000000,939154.0461
0,1421000,1795000000,951142.7117
0,1421000,2107000000,995310.0199
0,1421000,2405000000,1017485.3669
0,1421000,2746000000,1071997.4264
0,1517000,418000000,718490.8555
0,1517000,902000000,830621.2593
0,1517000,1104000000,873476.5786
0,1517000,1373000000,937033.0882
0,1517000,1531000000,979576.2108
0,1517000,1795000000,988190.8689
0,1517000,2107000000,1036096.9347
0,1517000,2405000000,1057657.789
0,1517000,2746000000,1113833.6312
0,1604000,418000000,734537.6681
0,1604000,902000000,851624.6691
0,1604000,1104000000,898263.8405
0,1604000,1373000000,967110.6821
0,1604000,1531000000,1005190.7797
0,1604000,1795000000,1018690.3971
0,1604000,2107000000,1069080.6714
0,1604000,2405000000,1090709.2154
0,1604000,2746000000,1151223.8482
0,1700000,418000000,748637.7027
0,1700000,902000000,867303.1877
0,1700000,1104000000,921643.8504
0,1700000,1373000000,995905.3034
0,1700000,1531000000,1043808.78
