CLUSTER,CPU_FREQ,DDR_FREQ,IPS
0,884000,418000000,1158038.3532
0,884000,902000000,1200729.6353
0,884000,1104000000,1215685.5222
0,884000,1373000000,1228148.7925
0,884000,1531000000,1241481.5864
0,884000,1795000000,1241210.5294
0,884000,2107000000,1255313.8481
0,884000,2405000000,1256789.2508
0,884000,2746000000,1268611.7513
0,960000,418000000,1236550.5623
0,960000,902000000,1292113.3167
0,960000,1104000000,1306857.8169
0,960000,1373000000,1324451.8928
0,960000,1531000000,1337076.263
0,960000,1795000000,1338401.186
0,960000,2107000000,1352804.0252
0,960000,2405000000,1356500.6024
0,960000,2746000000,1370050.1484
0,1037000,418000000,1321772.8712
0,1037000,902000000,1379109.7471
0,1037000,1104000000,1397572.316
0,1037000,1373000000,1416187.3991
0,1037000,1531000000,1433405.9613
0,1037000,1795000000,1435061.225
0,1037000,2107000000,1449096.7208
0,1037000,2405000000,1456523.5839
0,1037000,2746000000,1469650.3142
0,1133000,418000000,1422402.1788
0,1133000,902000000,1492680.5909
0,1133000,1104000000,1512926.0913
0,1133000,1373000000,1533688.6353
0,1133000,1531000000,1548671.0203
0,1133000,1795000000,1550881.5198
0,1133000,2107000000,1571792.1732
0,1133000,2405000000,1576802.7611
0,1133000,2746000000,1595584.3485
0,1229000,418000000,1516900.5256
0,1229000,902000000,1599065.141
0,1229000,1104000000,1619194.9916
0,1229000,1373000000,1643114.124
0,1229000,1531000000,1668692.9593
0,1229000,1795000000,1664563.4615
0,1229000,2107000000,1691167.9282
0,1229000,2405000000,1695213.0496
0,1229000,2746000000,1718048.2134
0,1325000,418000000,1606602.3899
0,1325000,902000000,1699982.6554
0,1325000,1104000000,1725690.2677
0,1325000,1373000000,1756414.4654
0,1325000,1531000000,1779527.9706
0,1325000,1795000000,1778266.1238
0,1325000,2107000000,1803009.4267
0,1325000,2405000000,1813205.6525
0,1325000,2746000000,1837491.1515
0,1421000,418000000,1702792.7891
0,1421000,902000000,1804652.6658
0,1421000,1104000000,1833904.6133
0,1421000,1373000000,1866297.1572
0,1421000,1531000000,1893316.7536
0,1421000,1795000000,1893408.6623
0,1421000,2107000000,1920902.3821
0,1421000,2405000000,1930022.0673
0,1421000,2746000000,1957867.5811
0,1517000,418000000,1796447.7713
0,1517000,902000000,1904964.0411
0,1517000,1104000000,1937721.8691
0,1517000,1373000000,1971633.3593
0,1517000,1531000000,2001140.2713
0,1517000,1795000000,1998074.1237
0,1517000,2107000000,2034822.8739
0,1517000,2405000000,2045017.6992
0,1517000,2746000000,2075373.698
0,1604000,418000000,1869399.9752
0,1604000,902000000,1991077.5301
0,1604000,1104000000,2024755.0562
0,1604000,1373000000,2063569.3707
0,1604000,1531000000,2098435.5465
0,1604000,1795000000,2100404.339
0,1604000,2107000000,2133357.8571
0,1604000,2405000000,2142624.598
0,1604000,2746000000,2178278.0729
0,1700000,418000000,1948172.3159
0,1700000,902000000,2087394.7237
0,1700000,1104000000,2118829.5097
0,1700000,1373000000,2165359.6591
0,1700000,1531000000,2207553.6458
0,1700000,1795000000,2206514.5166
0,1700000,2107000000,2244932.6214
0,1700000,2405000000,2259175.7308
0,1700000,2746000000,2293040.8771
1,826000,418000000,2240990.0924
1,826000,902000000,2380726.1377
1,826000,1104000000,2415848.4572
1,826000,1373000000,2452577.8368
1,826000,1531000000,2491024.3243
1,826000,1795000000,2485671.6057
1,826000,2107000000,2517173.9388
1,826000,2405000000,2529404.2973
1,826000,2746000000,2555033.1549
1,941000,418000000,2481573.3166
1,941000,902000000,2650854.426
1,941000,1104000000,2692349.1138
1,941000,1373000000,2743003.6999
1,941000,1531000000,2787248.4938
1,941000,1795000000,2781172.4638
1,941000,2107000000,2829666.9783
1,941000,2405000000,2840761.7228
1,941000,2746000000,2867785.6844
1,1056000,418000000,2705959.9016
1,1056000,902000000,2909045.8006
1,1056000,1104000000,2959591.7943
1,1056000,1373000000,3020264.3199
1,1056000,1531000000,3075780.2041
1,1056000,1795000000,3063750.6526
1,1056000,2107000000,3122749.1969
1,1056000,2405000000,3137626.6705
1,1056000,2746000000,3173099.609
1,1172000,418000000,2924830.4065
1,1172000,902000000,3157864.7558
1,1172000,1104000000,3216540.0952
1,1172000,1373000000,3290281.7838
1,1172000,1531000000,3357829.0603
1,1172000,1795000000,3345703.7043
1,1172000,2107000000,3409948.7086
1,1172000,2405000000,3434339.3743
1,1172000,2746000000,3468277.4858
1,1287000,418000000,3122077.0751
1,1287000,902000000,3386501.5464
1,1287000,1104000000,3464883.5013
1,1287000,1373000000,3542831.0184
1,1287000,1531000000,3625922.0584
1,1287000,1795000000,3611607.5446
1,1287000,2107000000,3690524.7039
1,1287000,2405000000,3707144.1472
1,1287000,2746000000,3754563.9752
1,1402000,418000000,3309628.1864
1,1402000,902000000,3618163.0302
1,1402000,1104000000,3701789.4143
1,1402000,1373000000,3793843.5963
1,1402000,1531000000,3885477.2571
1,1402000,1795000000,3870221.8439
1,1402000,2107000000,3960524.7368
1,1402000,2405000000,3990241.1704
1,1402000,2746000000,4024647.5253
1,1517000,418000000,3489223.8442
1,1517000,902000000,3832576.5951
1,1517000,1104000000,3923444.1738
1,1517000,1373000000,4031885.875
1,1517000,1531000000,4132666.1982
1,1517000,1795000000,4115700.9342
1,1517000,2107000000,4215962.3882
1,1517000,2405000000,4253313.2366
1,1517000,2746000000,4299270.0572
1,1652000,418000000,3678878.5067
1,1652000,902000000,4087924.1412
1,1652000,1104000000,4182605.4501
1,1652000,1373000000,4293808.3342
1,1652000,1531000000,4419599.195
1,1652000,1795000000,4392045.4331
1,1652000,2107000000,4518031.2505
1,1652000,2405000000,4552687.1339
1,1652000,2746000000,4601392.8021
1,1767000,418000000,3849301.4563
1,1767000,902000000,4280444.358
1,1767000,1104000000,4388236.9471
1,1767000,1373000000,4513113.3091
1,1767000,1531000000,4652195.1131
1,1767000,1795000000,4633588.5017
1,1767000,2107000000,4759547.0939
1,1767000,2405000000,4803201.9915
1,1767000,2746000000,4856669.4481
1,1882000,418000000,4013395.6572
1,1882000,902000000,4473405.43
1,1882000,1104000000,4595119.7296
1,1882000,1373000000,4739833.8486
1,1882000,1531000000,4877362.8518
1,1882000,1795000000,4851449.86
1,1882000,2107000000,4996063.8572
1,1882000,2405000000,5034524.7522
1,1882000,2746000000,5093778.345
1,1988000,418000000,4129418.0899
1,1988000,902000000,4632270.3781
1,1988000,1104000000,4776231.8086
1,1988000,1373000000,4925263.7965
1,1988000,1531000000,5080599.1625
1,1988000,1795000000,5050296.8499
1,1988000,2107000000,5210801.4606
1,1988000,2405000000,5258090.0978
1,1988000,2746000000,5318808.5228
1,2093000,418000000,4259913.1771
1,2093000,902000000,4802735.2374
1,2093000,1104000000,4937662.8022
1,2093000,1373000000,5106920.0
1,2093000,1531000000,5269642.7562
1,2093000,1795000000,5240910.1632
1,2093000,2107000000,5409618.9816
1,2093000,2405000000,5464157.2086
1,2093000,2746000000,5528557.1577
1,2199000,418000000,4391491.5666
1,2199000,902000000,4957100.1749
1,2199000,1104000000,5104395.6211
1,2199000,1373000000,5283962.7201
1,2199000,1531000000,5462654.482
1,2199000,1795000000,5426893.4348
1,2199000,2107000000,5615472.8625
1,2199000,2405000000,5668918.7872
1,2199000,2746000000,5740559.9767
1,2266000,418000000,4445562.2632
1,2266000,902000000,5066772.5362
1,2266000,1104000000,5209869.7811
1,2266000,1373000000,5392117.8994
1,2266000,1531000000,5577831.3656
1,2266000,1795000000,5532437.8208
1,2266000,2107000000,5737049.5021
1,2266000,2405000000,5795989.775
1,2266000,2746000000,5860881.8437
1,2343000,418000000,4549212.6816
1,2343000,902000000,5162506.2808
1,2343000,1104000000,5333314.092
1,2343000,1373000000,5516406.2765
1,2343000,1531000000,5716690.4308
1,2343000,1795000000,5671342.7379
1,2343000,2107000000,5873031.7587
1,2343000,2405000000,5941887.2718
1,2343000,2746000000,6011927.488
2,1402000,418000000,3310175.3303
2,1402000,902000000,3623034.6098
2,1402000,1104000000,3699823.9829
2,1402000,1373000000,3792035.9031
2,1402000,1531000000,3885572.5565
2,1402000,1795000000,3868943.1271
2,1402000,2107000000,3963281.8167
2,1402000,2405000000,3989084.6312
2,1402000,2746000000,4030124.7881
2,1690000,418000000,3747904.487
2,1690000,902000000,4148527.5875
2,1690000,1104000000,4246619.2317
2,1690000,1373000000,4370374.0554
2,1690000,1531000000,4493202.7108
2,1690000,1795000000,4470431.7332
2,1690000,2107000000,4597693.9024
2,1690000,2405000000,4632853.3333
2,1690000,2746000000,4685469.2935
2,1815000,418000000,3911779.6864
2,1815000,902000000,4359914.4107
2,1815000,1104000000,4466598.4347
2,1815000,1373000000,4610593.9982
2,1815000,1531000000,4746422.0112
2,1815000,1795000000,4727869.0498
2,1815000,2107000000,4857824.3368
2,1815000,2405000000,4908199.8159
2,1815000,2746000000,4956253.6779
2,1940000,418000000,4074170.0085
2,1940000,902000000,4569548.3321
2,1940000,1104000000,4682638.7666
2,1940000,1373000000,4840702.2603
2,1940000,1531000000,4982665.7375
2,1940000,1795000000,4962883.38
2,1940000,2107000000,5094813.785
2,1940000,2405000000,5161429.3504
2,1940000,2746000000,5210865.505
2,2055000,418000000,4220667.9726
2,2055000,902000000,4749500.7854
2,2055000,1104000000,4873161.0942
2,2055000,1373000000,5041162.3795
2,2055000,1531000000,5199660.4446
2,2055000,1795000000,5175841.6298
2,2055000,2107000000,5326019.872
2,2055000,2405000000,5390313.2851
2,2055000,2746000000,5445144.7309
2,2170000,418000000,4364741.9301
2,2170000,902000000,4925681.0453
2,2170000,1104000000,5070084.4737
2,2170000,1373000000,5234914.7287
2,2170000,1531000000,5407642.3666
2,2170000,1795000000,5388113.1249
2,2170000,2107000000,5545285.2706
2,2170000,2405000000,5619639.7492
2,2170000,2746000000,5680435.6332
2,2285000,418000000,4493761.5696
2,2285000,902000000,5094990.5457
2,2285000,1104000000,5245250.7931
2,2285000,1373000000,5437347.923
