CLUSTER,CPU_FREQ,DDR_FREQ,INST_RETIRED,CPU_CYCLES,STALL_BACKEND,STALL_FRONTEND,L3D_CACHE_REFILL,L3D_CACHE,MEM_ACCESS
0,884000,418000000,10861000.0,17174200.0,8840060.0,1759580.0,38919.9,141892.0,582515.0
0,884000,902000000,12122300.0,17204700.0,8403750.0,1465840.0,42851.8,157606.0,649044.0
0,884000,1104000000,12681000.0,17207800.0,8122130.0,1412480.0,44826.7,164898.0,679773.0
0,884000,1373000000,13315900.0,17211500.0,7735500.0,1419300.0,47507.0,173107.0,713412.0
0,884000,1531000000,13726200.0,17216600.0,7542290.0,1369170.0,48958.8,178594.0,736309.0
0,884000,1795000000,13878100.0,17221000.0,7521810.0,1302020.0,48770.9,180142.0,743157.0
0,884000,2107000000,14325500.0,17230900.0,7274780.0,1288280.0,50827.6,186064.0,767915.0
0,884000,2405000000,14584900.0,17235400.0,7188180.0,1222920.0,50918.1,188961.0,781191.0
0,884000,2746000000,15243800.0,17236200.0,6830390.0,1182400.0,53332.6,197440.0,816786.0
0,960000,418000000,11363600.0,18693700.0,9860660.0,1954270.0,40713.9,148283.0,609168.0
0,960000,902000000,12745000.0,18729400.0,9375640.0,1641100.0,44992.5,165853.0,682951.0
0,960000,1104000000,13296200.0,18726400.0,9011610.0,1668870.0,47491.7,173478.0,713174.0
0,960000,1373000000,14053100.0,18732200.0,8657030.0,1571640.0,50019.7,183044.0,753176.0
0,960000,1531000000,14552900.0,18741800.0,8453400.0,1483110.0,51627.8,188938.0,780220.0
0,960000,1795000000,14669800.0,18741800.0,8404260.0,1461000.0,51528.9,190787.0,786526.0
0,960000,2107000000,15208100.0,18757800.0,8148770.0,1407200.0,53566.8,197508.0,815527.0
0,960000,2405000000,15466900.0,18756600.0,8029520.0,1368980.0,54001.7,200442.0,829120.0
0,960000,2746000000,16184300.0,18758500.0,7639730.0,1325940.0,56661.4,209865.0,867901.0
0,1037000,418000000,11880400.0,20210200.0,10929200.0,2089670.0,42244.6,154999.0,636856.0
0,1037000,902000000,13302800.0,20248000.0,10373100.0,1824750.0,46974.1,172954.0,713753.0
0,1037000,1104000000,13905500.0,20245000.0,9968510.0,1861670.0,49750.4,181286.0,745847.0
0,1037000,1373000000,14723300.0,20262200.0,9584490.0,1768280.0,52424.6,191600.0,788719.0
0,1037000,1531000000,15234100.0,20263500.0,9335790.0,1709600.0,54332.0,197984.0,816564.0
0,1037000,1795000000,15331500.0,20263000.0,9264520.0,1720560.0,54741.9,199740.0,822256.0
0,1037000,2107000000,15988000.0,20272800.0,9032960.0,1565970.0,56309.1,207507.0,856506.0
0,1037000,2405000000,16278300.0,20278300.0,8897140.0,1532530.0,56916.6,211583.0,872735.0
0,1037000,2746000000,17076400.0,20280100.0,8468030.0,1479230.0,59708.6,221594.0,915527.0
0,1133000,418000000,12331900.0,22110300.0,12124000.0,2520950.0,44313.7,161547.0,661307.0
0,1133000,902000000,13993300.0,22152500.0,11616200.0,2067900.0,49485.1,182276.0,750966.0
0,1133000,1104000000,14702500.0,22148800.0,11263000.0,1988430.0,51929.4,191014.0,788560.0
0,1133000,1373000000,15520500.0,22150200.0,10757100.0,2000980.0,55311.4,202048.0,832143.0
0,1133000,1531000000,16143900.0,22170200.0,10533400.0,1868250.0,57106.8,209711.0,865158.0
0,1133000,1795000000,16291200.0,22171600.0,10477300.0,1835710.0,57050.9,211342.0,873115.0
0,1133000,2107000000,16942900.0,22182100.0,10162600.0,1767530.0,59500.5,220024.0,908196.0
0,1133000,2405000000,17300500.0,22183300.0,9983830.0,1731540.0,60502.1,224736.0,927829.0
0,1133000,2746000000,18126600.0,22183800.0,9545100.0,1670200.0,63313.1,235198.0,971916.0
0,1229000,418000000,12829900.0,24005700.0,13416500.0,2822240.0,46137.8,168086.0,688052.0
0,1229000,902000000,14641000.0,24043500.0,12874000.0,2309100.0,51574.7,190678.0,784624.0
0,1229000,1104000000,15300500.0,24046800.0,12438900.0,2348370.0,54644.3,198959.0,819994.0
0,1229000,1373000000,16267800.0,24050200.0,11966600.0,2239250.0,58001.9,211864.0,872183.0
0,1229000,1531000000,16888500.0,24065900.0,11682200.0,2163850.0,60234.4,219880.0,905533.0
0,1229000,1795000000,17033300.0,24068900.0,11576200.0,2183880.0,60763.9,221443.0,913070.0
0,1229000,2107000000,17833800.0,24084800.0,11313600.0,1979630.0,62663.2,231601.0,956434.0
0,1229000,2405000000,18231000.0,24088800.0,11111600.0,1945920.0,63977.4,236147.0,977075.0
0,1229000,2746000000,19253600.0,24188700.0,10671700.0,1866490.0,66918.1,249500.0,1032180.0
0,1325000,418000000,13281900.0,25901800.0,14727000.0,3134310.0,47715.4,173921.0,711866.0
0,1325000,902000000,15233900.0,25948300.0,14166200.0,2562550.0,53680.2,197823.0,816269.0
0,1325000,1104000000,15961200.0,25954000.0,13684100.0,2610150.0,56951.8,207895.0,855224.0
0,1325000,1373000000,16990900.0,25948900.0,13173900.0,2492920.0,60652.8,221437.0,911619.0
0,1325000,1531000000,17799700.0,25974100.0,12943600.0,2259990.0,62341.8,230754.0,953639.0
0,1325000,1795000000,17831900.0,25967300.0,12751300.0,2423570.0,63540.9,231982.0,955702.0
0,1325000,2107000000,18728500.0,25989100.0,12457500.0,2198210.0,65629.1,243036.0,1004030.0
0,1325000,2405000000,19164200.0,25993900.0,12241500.0,2156240.0,66876.5,248535.0,1026510.0
0,1325000,2746000000,20186900.0,26094200.0,11794700.0,2083840.0,70552.3,261640.0,1082460.0
0,1421000,418000000,13723200.0,27830800.0,16073600.0,3449440.0,49269.5,179618.0,734981.0
0,1421000,902000000,15679300.0,27858000.0,15360800.0,3006980.0,56043.2,204156.0,840537.0
0,1421000,1104000000,16577700.0,27869200.0,14953800.0,2882050.0,59169.5,215971.0,889356.0
0,1421000,1373000000,17699700.0,27872800.0,14415700.0,2745880.0,63042.4,230340.0,948760.0
0,1421000,1531000000,18432600.0,27889700.0,14079200.0,2656170.0,65723.1,239884.0,987993.0
0,1421000,1795000000,18676400.0,27902400.0,14076000.0,2523410.0,65409.5,242445.0,1001190.0
0,1421000,2107000000,19546600.0,27906600.0,13671300.0,2406420.0,68105.4,253562.0,1047660.0
0,1421000,2405000000,19984100.0,27909400.0,13427600.0,2388740.0,70026.4,260026.0,1070730.0
0,1421000,2746000000,21105600.0,27976800.0,12921100.0,2283320.0,73341.8,273335.0,1132120.0
0,1517000,418000000,14080100.0,29728300.0,17446200.0,3758280.0,50564.6,184865.0,754554.0
0,1517000,902000000,16300600.0,29770500.0,16810500.0,3094090.0,57330.8,212657.0,873855.0
0,1517000,1104000000,17144900.0,29776200.0,16254500.0,3144870.0,61075.1,223008.0,919230.0
0,1517000,1373000000,18387900.0,29768900.0,15711300.0,2912330.0,65110.2,238940.0,984666.0
0,1517000,1531000000,19239600.0,29795000.0,15431000.0,2721970.0,67184.6,250697.0,1031930.0
0,1517000,1795000000,19407300.0,29792700.0,15269600.0,2777630.0,68147.8,251993.0,1039580.0
0,1517000,2107000000,20360500.0,29810800.0,14841200.0,2647720.0,71078.9,263698.0,1090620.0
0,1517000,2405000000,20788100.0,29816400.0,14629500.0,2606920.0,72604.9,269813.0,1114300.0
0,1517000,2746000000,21897000.0,29822900.0,14059600.0,2512200.0,76500.5,283929.0,1174220.0
0,1604000,418000000,14393000.0,31429800.0,18642700.0,4073720.0,51897.5,188836.0,772057.0
0,1604000,902000000,16707400.0,31467700.0,18015600.0,3339480.0,58963.7,217250.0,895294.0
0,1604000,1104000000,17633300.0,31487200.0,17412600.0,3402480.0,62859.6,229445.0,945380.0
0,1604000,1373000000,18990400.0,31496500.0,16897600.0,3106540.0,66832.2,247157.0,1018050.0
0,1604000,1531000000,19743100.0,31504400.0,16417300.0,3139260.0,70352.6,256656.0,1058570.0
0,1604000,1795000000,20018600.0,31520700.0,16422800.0,2982410.0,69957.8,259698.0,1072720.0
0,1604000,2107000000,21015300.0,31530400.0,15965100.0,2846990.0,72989.7,272943.0,1126230.0
0,1604000,2405000000,21440800.0,31530900.0,15745100.0,2810220.0,74953.0,278363.0,1149990.0
0,1604000,2746000000,22629300.0,31529400.0,15117900.0,2716830.0,79093.7,293565.0,1213130.0
0,1700000,418000000,14679200.0,33333400.0,19943800.0,4503030.0,53076.6,193332.0,786794.0
0,1700000,902000000,17032100.0,33384600.0,19227300.0,3847040.0,60836.9,222210.0,913069.0
0,1700000,1104000000,18094200.0,33375300.0,18743300.0,3679990.0,64554.1,235510.0,970153.0
0,1700000,1373000000,19566200.0,33399300.0,18241100.0,3317240.0,68801.6,254623.0,1049700.0
0,1700000,1531000000,20519500.0,33419100.0,17825600.0,3176540.0,71420.7,266568.0,1100040.0
0,1700000,1795000000,20472500.0,33403700.0,17570600.0,3441950.0,73066.2,265974.0,1096700.0
0,1700000,2107000000,21667100.0,33429500.0,17207900.0,3108440.0,75867.8,281178.0,1161870.0
0,1700000,2405000000,22164100.0,33434400.0,16974400.0,3045750.0,77428.5,287660.0,1188820.0
0,1700000,2746000000,23430100.0,33439600.0,16319700.0,2940140.0,81631.0,304168.0,1256460.0
1,826000,418000000,29157000.0,16194100.0,7396870.0,3896950.0,174661.0,524394.0,1958590.0
1,826000,902000000,31800600.0,16211700.0,7420880.0,3452060.0,190624.0,574692.0,2137850.0
1,826000,1104000000,32376200.0,16217500.0,7442450.0,3334400.0,195426.0,587606.0,2171610.0
1,826000,1373000000,33054800.0,16226700.0,7496930.0,3175380.0,198046.0,600625.0,2221490.0
1,826000,1531000000,33460000.0,16226100.0,7549420.0,3047170.0,199820.0,605640.0,2251090.0
1,826000,1795000000,33436900.0,16225000.0,7518980.0,3082690.0,201035.0,608857.0,2246340.0
1,826000,2107000000,33775000.0,16234900.0,7607210.0,2943860.0,203261.0,614960.0,2273200.0
1,826000,2405000000,33932500.0,16234300.0,7617710.0,2904760.0,204317.0,619375.0,2286120.0
1,826000,2746000000,34243400.0,16236800.0,7666420.0,2810540.0,206098.0,623078.0,2308520.0
1,941000,418000000,31512600.0,18481800.0,8578310.0,4612350.0,188435.0,564321.0,2107650.0
1,941000,902000000,34916000.0,18504200.0,8542740.0,4097840.0,208558.0,630323.0,2344680.0
1,941000,1104000000,35888900.0,18504900.0,8496540.0,3978540.0,215796.0,649928.0,2411090.0
1,941000,1373000000,36792500.0,18508500.0,8519790.0,3804400.0,220838.0,670607.0,2466510.0
1,941000,1531000000,37275400.0,18516100.0,8604700.0,3645550.0,224216.0,677351.0,2505090.0
1,941000,1795000000,37269300.0,18519000.0,8577940.0,3677070.0,222641.0,677961.0,2506440.0
1,941000,2107000000,37795700.0,18522200.0,8653640.0,3513990.0,226848.0,688281.0,2544820.0
1,941000,2405000000,38080800.0,18522200.0,8665100.0,3456500.0,228360.0,694483.0,2561650.0
1,941000,2746000000,38458100.0,18525300.0,8701910.0,3357560.0,230968.0,701441.0,2590220.0
1,1056000,418000000,33602900.0,20759100.0,9763440.0,5355660.0,200977.0,600140.0,2251230.0
1,1056000,902000000,37687100.0,20790300.0,9653380.0,4783640.0,225552.0,679337.0,2525650.0
1,1056000,1104000000,38957400.0,20791100.0,9612210.0,4638510.0,232866.0,704456.0,2615150.0
1,1056000,1373000000,40321900.0,20793800.0,9563830.0,4456190.0,241532.0,733822.0,2707210.0
1,1056000,1531000000,41026100.0,20803800.0,9636310.0,4269960.0,245869.0,746978.0,2757170.0
1,1056000,1795000000,40996900.0,20804100.0,9573460.0,4330960.0,245483.0,747260.0,2753910.0
1,1056000,2107000000,41626100.0,20813600.0,9663710.0,4153730.0,249813.0,764202.0,2795950.0
1,1056000,2405000000,41876000.0,20813500.0,9723020.0,4048940.0,251331.0,765447.0,2815820.0
1,1056000,2746000000,42345700.0,20817300.0,9745520.0,3957210.0,254284.0,772333.0,2843450.0
1,1172000,418000000,35589800.0,23073700.0,10998900.0,6095290.0,210933.0,634270.0,2387160.0
1,1172000,902000000,40287400.0,23095200.0,10881400.0,5456400.0,239503.0,727844.0,2701290.0
1,1172000,1104000000,41770600.0,23097400.0,10768000.0,5311970.0,248904.0,756317.0,2806490.0
1,1172000,1373000000,43595900.0,23113200.0,10652900.0,5134440.0,259711.0,794749.0,2922030.0
1,1172000,1531000000,44463300.0,23112100.0,10715400.0,4925700.0,265785.0,810898.0,2987140.0
1,1172000,1795000000,44384000.0,23116400.0,10659400.0,4998510.0,264201.0,809406.0,2985900.0
1,1172000,2107000000,45379500.0,23122600.0,10747900.0,4748600.0,270168.0,829111.0,3056410.0
1,1172000,2405000000,45897500.0,23137700.0,10755100.0,4668870.0,273958.0,840364.0,3087250.0
1,1172000,2746000000,46179000.0,23128600.0,10821600.0,4541440.0,275401.0,845025.0,3115090.0
1,1287000,418000000,37311700.0,25366700.0,12256700.0,6845900.0,220016.0,662728.0,2504640.0
1,1287000,902000000,42597600.0,25383400.0,12096500.0,6141800.0,251972.0,767298.0,2857780.0
1,1287000,1104000000,44194600.0,25380800.0,11920400.0,6039300.0,265044.0,798793.0,2962680.0
1,1287000,1373000000,46481700.0,25390000.0,11788400.0,5791270.0,276240.0,843419.0,3117000.0
1,1287000,1531000000,47683500.0,25402000.0,11803000.0,5582180.0,284070.0,867437.0,3198870.0
1,1287000,1795000000,47622400.0,25401000.0,11719200.0,5675430.0,283532.0,867907.0,3203760.0
1,1287000,2107000000,48843300.0,25417100.0,11787200.0,5421210.0,291080.0,890738.0,3280620.0
1,1287000,2405000000,49290500.0,25415300.0,11818400.0,5313680.0,294498.0,901372.0,3315580.0
1,1287000,2746000000,49806400.0,25419100.0,11832900.0,5221640.0,298006.0,909556.0,3345720.0
1,1402000,418000000,38841800.0,27638500.0,13445300.0,7666890.0,229606.0,690378.0,2604260.0
1,1402000,902000000,44705600.0,27675900.0,13326000.0,6847070.0,264642.0,803438.0,3004720.0
1,1402000,1104000000,46658700.0,27673000.0,13130100.0,6704180.0,277709.0,841519.0,3131980.0
1,1402000,1373000000,49042500.0,27681800.0,12938000.0,6498570.0,291640.0,892192.0,3297160.0
1,1402000,1531000000,50595300.0,27693800.0,12943900.0,6241200.0,300845.0,918814.0,3400360.0
1,1402000,1795000000,50437200.0,27688700.0,12825700.0,6395290.0,299008.0,922100.0,3382500.0
